Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533589200.0 10024.5 NA 118 145 0 NA NA 275 314 0 NA NA 562 495 135 NA NA 695 641 189 NA
1533589200.0 101.0 89 NA NA NA NA 254 NA NA NA NA 773 NA NA NA NA 827 NA NA NA NA
1533589200.0 1010.0 NA 38 41 0 NA NA 149 161 0 NA NA 163 213 133 NA NA 367 422 195 NA
1533589200.0 102.0 92 NA NA NA NA 254 NA NA NA NA 664 NA NA NA NA 732 NA NA NA NA
1533589200.0 1020.0 NA 77 33 0 61 NA 200 132 0 200 NA 335 193 96 383 NA 535 519 188 758
1533589200.0 1040.1 NA 74 29 0 NA NA 219 136 0 NA NA 582 187 201 NA NA 899 349 368 NA
1533589200.0 105.0 66 75 35 NA NA 195 292 140 NA NA 1072 340 89 NA NA 1241 427 127 NA NA
1533589200.0 10824.5 NA 206 151 0 NA NA 441 315 0 NA NA 1581 542 146 NA NA 1769 697 197 NA
1533589200.0 122.0 60 88 240 NA NA 196 292 471 NA NA 632 276 1412 NA NA 1001 426 1608 NA NA
1533589200.0 125.0 72 82 240 NA NA 207 292 471 NA NA 1988 420 1530 NA NA 2088 540 1769 NA NA
1533589200.0 130.0 58 73 239 NA NA 184 247 471 NA NA 597 401 1407 NA NA 777 523 1565 NA NA
1533589200.0 1325.7 NA 126 0 NA NA NA 293 0 NA NA NA 2098 137 NA NA NA 4131 206 NA NA
1533589200.0 134.813 NA 162 68 0 NA NA 347 190 0 NA NA 917 203 402 NA NA 1075 280 475 NA
1533589200.0 135.8 97 NA NA NA NA 233 NA NA NA NA 459 NA NA NA NA 1018 NA NA NA NA
1533589200.0 136.751 NA 80 321 0 NA NA 213 622 0 NA NA 529 14297 850 NA NA 723 14961 948 NA
1533589200.0 2017.8 98 NA NA NA NA 234 NA NA NA NA 331 NA NA NA NA 528 NA NA NA NA
1533589200.0 2017.9 207 0 115 NA NA 472 0 285 NA NA 876 306 565 NA NA 1053 360 721 NA NA
1533589200.0 25.0 NA 104 249 0 75 NA 263 521 0 199 NA 2105 3441 541 235 NA 2484 3939 596 346
1533589200.0 25403.0 245 0 116 NA NA 530 0 283 NA NA 2411 256 543 NA NA 2768 329 647 NA NA
1533589200.0 25408.0 245 0 106 NA NA 530 0 284 NA NA 3175 255 632 NA NA 3529 359 724 NA NA
1533589200.0 4007.0 48 0 0 NA NA 170 0 0 NA NA 490 176 1241 NA NA 655 279 1429 NA NA
1533589200.0 4008.0 47 0 0 NA NA 170 0 0 NA NA 492 170 1247 NA NA 610 268 1521 NA NA
1533589200.0 526.0 20 45 0 NA NA 113 153 0 NA NA 3251 261 215 NA NA 6611 483 429 NA NA
1533589200.0 527.0 19 35 0 NA NA 113 153 0 NA NA 6375 300 190 NA NA 7217 506 343 NA NA
1533589200.0 528.0 20 41 0 NA NA 113 153 0 NA NA 1036 281 179 NA NA 1931 486 262 NA NA
1533589200.0 529.0 20 39 0 NA NA 113 153 0 NA NA 3420 267 241 NA NA 5965 564 519 NA NA
1533589200.0 530.0 19 37 0 NA NA 113 153 0 NA NA 6743 295 227 NA NA 8456 613 416 NA NA
1533589200.0 531.0 53 0 NA NA NA 255 0 NA NA NA 267 174 NA NA NA 469 275 NA NA NA
1533589200.0 534.0 48 0 NA NA NA 164 0 NA NA NA 281 208 NA NA NA 661 372 NA NA NA
1533589200.0 535.0 73 0 NA NA NA 202 0 NA NA NA 4634 144 NA NA NA 5663 206 NA NA NA
1533589200.0 541.0 52 0 NA NA NA 160 0 NA NA NA 287 160 NA NA NA 489 255 NA NA NA
1533589200.0 545.0 46 0 NA NA NA 160 0 NA NA NA 307 149 NA NA NA 513 209 NA NA NA
1533589200.0 552.0 19 44 0 NA NA 113 153 0 NA NA 6572 256 197 NA NA 8177 500 324 NA NA
1533589200.0 554.0 19 42 0 NA NA 113 152 0 NA NA 5572 277 159 NA NA 6809 502 255 NA NA
1533589200.0 556.0 24 38 0 NA NA 113 159 0 NA NA 526 290 168 NA NA 804 622 307 NA NA
1533589200.0 560.0 41 0 NA NA NA 147 0 NA NA NA 259 163 NA NA NA 497 289 NA NA NA
1533589200.0 561.0 41 0 NA NA NA 147 0 NA NA NA 281 193 NA NA NA 501 300 NA NA NA
