Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1532466000.0 1000.0 NA 254 163 0 54 NA NA NA NA NA 499 359 0 165 NA NA NA NA NA 3153 1432 924 409 NA NA NA NA NA 3508 2025 1042 661 NA NA NA NA
1532466000.0 1001.0 NA 219 124 0 0 0 0 0 0 NA 451 241 0 0 0 0 0 0 NA 3002 606 129 102 148 344 154 364 NA 3909 795 188 148 196 398 254 416
1532466000.0 1001.2 NA 276 135 0 NA NA NA NA NA NA 548 265 0 NA NA NA NA NA NA 17562 1396 143 NA NA NA NA NA NA 18534 1583 185 NA NA NA NA NA
1532466000.0 1002.0 NA 254 82 NA NA NA NA NA NA NA 467 181 NA NA NA NA NA NA NA 3014 403 NA NA NA NA NA NA NA 3350 490 NA NA NA NA NA NA
1532466000.0 1003.0 NA 209 0 NA NA NA NA NA NA NA 446 0 NA NA NA NA NA NA NA 3064 624 NA NA NA NA NA NA NA 3779 717 NA NA NA NA NA NA
1532466000.0 1004.0 NA 192 97 0 0 0 0 NA NA NA 399 217 0 0 0 0 NA NA NA 915 322 99 150 339 378 NA NA NA 1161 574 198 206 383 442 NA NA
1532466000.0 1102.0 NA 109 246 125 75 NA NA NA NA NA 262 471 295 204 NA NA NA NA NA 2983 4965 1664 370 NA NA NA NA NA 3980 6102 1866 458 NA NA NA NA
1532466000.0 1301.0 64 100 168 NA NA NA NA NA NA 186 255 389 NA NA NA NA NA NA 1176 367 1171 NA NA NA NA NA NA 1580 476 1422 NA NA NA NA NA NA
1532466000.0 1301.17 59 108 208 NA NA NA NA NA NA 188 301 403 NA NA NA NA NA NA 1320 435 1313 NA NA NA NA NA NA 1941 549 1553 NA NA NA NA NA NA
1532466000.0 1302.0 70 97 174 NA NA NA NA NA NA 195 300 388 NA NA NA NA NA NA 5065 492 1429 NA NA NA NA NA NA 5809 651 1639 NA NA NA NA NA NA
1532466000.0 1302.17 60 120 211 NA NA NA NA NA NA 188 302 403 NA NA NA NA NA NA 5430 478 1468 NA NA NA NA NA NA 6021 611 1993 NA NA NA NA NA NA
1532466000.0 1303.0 67 97 173 NA NA NA NA NA NA 196 299 388 NA NA NA NA NA NA 7807 364 1651 NA NA NA NA NA NA 8399 461 2008 NA NA NA NA NA NA
1532466000.0 1303.17 62 107 186 NA NA NA NA NA NA 187 301 403 NA NA NA NA NA NA 7953 452 1643 NA NA NA NA NA NA 8386 594 1876 NA NA NA NA NA NA
1532466000.0 1306.0 NA 98 279 0 NA NA NA NA NA NA 273 526 0 NA NA NA NA NA NA 429 1978 1071 NA NA NA NA NA NA 566 2483 1166 NA NA NA NA NA
