Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1532638800.0 1.0 71 86 156 NA NA NA NA NA NA 196 292 384 NA NA NA NA NA NA 1075 318 766 NA NA NA NA NA NA 1173 493 911 NA NA NA NA NA NA
1532638800.0 10.0 NA 102 242 0 NA NA NA NA NA NA 263 471 0 NA NA NA NA NA NA 2021 2733 523 NA NA NA NA NA NA 2202 2961 630 NA NA NA NA NA
1532638800.0 1000.0 NA 247 166 0 57 NA NA NA NA NA 499 360 0 165 NA NA NA NA NA 2490 1115 728 304 NA NA NA NA NA 2768 1510 878 522 NA NA NA NA
1532638800.0 10001.0 NA 110 312 0 73 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 431 1430 1245 241 NA NA NA NA NA 768 1668 1311 423 NA NA NA NA
1532638800.0 10002.0 NA 109 301 0 78 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 421 1467 1155 238 NA NA NA NA NA 601 1966 1218 390 NA NA NA NA
1532638800.0 10003.0 NA 110 300 0 81 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 437 1505 1241 267 NA NA NA NA NA 902 1956 1759 385 NA NA NA NA
1532638800.0 10004.0 NA 119 304 0 82 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 433 1482 1210 243 NA NA NA NA NA 700 1795 1273 467 NA NA NA NA
1532638800.0 10005.0 NA 107 303 0 74 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 436 1485 1238 234 NA NA NA NA NA 626 1659 1331 414 NA NA NA NA
1532638800.0 10006.0 NA 115 301 0 74 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 420 1436 1230 229 NA NA NA NA NA 902 1633 1322 351 NA NA NA NA
1532638800.0 10007.0 NA 114 303 0 73 NA NA NA NA NA 275 580 0 204 NA NA NA NA NA 449 1512 1163 239 NA NA NA NA NA 1069 1771 1248 383 NA NA NA NA
1532638800.0 10008.0 NA 120 301 0 75 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 446 1488 1180 229 NA NA NA NA NA 957 1751 1249 337 NA NA NA NA
1532638800.0 10009.0 NA 117 304 0 83 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 449 1522 1221 240 NA NA NA NA NA 601 1931 1279 425 NA NA NA NA
1532638800.0 1001.0 NA 229 125 0 0 0 0 0 0 NA 451 241 0 0 0 0 0 0 NA 2191 565 92 68 135 296 146 291 NA 2409 719 149 106 191 338 195 321
1532638800.0 1001.2 NA 291 136 0 NA NA NA NA NA NA 548 265 0 NA NA NA NA NA NA 13413 1383 123 NA NA NA NA NA NA 13661 1563 228 NA NA NA NA NA
1532638800.0 1002.0 NA 257 93 NA NA NA NA NA NA NA 467 181 NA NA NA NA NA NA NA 2627 319 NA NA NA NA NA NA NA 2862 380 NA NA NA NA NA NA
1532638800.0 10023.0 NA 113 309 0 74 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 414 1467 1243 231 NA NA NA NA NA 583 1918 1332 366 NA NA NA NA
1532638800.0 10024.0 NA 112 308 0 74 NA NA NA NA NA 321 581 0 204 NA NA NA NA NA 521 1771 1274 261 NA NA NA NA NA 705 2340 1413 513 NA NA NA NA
1532638800.0 10024.1 NA 120 179 0 NA NA NA NA NA NA 321 387 0 NA NA NA NA NA NA 538 738 329 NA NA NA NA NA NA 752 903 396 NA NA NA NA NA
1532638800.0 10024.2 NA 120 306 0 NA NA NA NA NA NA 321 581 0 NA NA NA NA NA NA 541 1764 1216 NA NA NA NA NA NA 669 2344 1292 NA NA NA NA NA
1532638800.0 10024.3 NA 110 169 0 NA NA NA NA NA NA 321 386 0 NA NA NA NA NA NA 548 729 289 NA NA NA NA NA NA 698 923 350 NA NA NA NA NA
1532638800.0 10024.4 NA 117 305 0 NA NA NA NA NA NA 321 580 0 NA NA NA NA NA NA 536 1802 1230 NA NA NA NA NA NA 697 2116 1288 NA NA NA NA NA
1532638800.0 10024.5 NA 129 141 0 NA NA NA NA NA NA 276 314 0 NA NA NA NA NA NA 572 455 127 NA NA NA NA NA NA 766 626 207 NA NA NA NA NA
1532638800.0 10025.0 NA 114 305 0 76 NA NA NA NA NA 320 580 0 204 NA NA NA NA NA 453 1541 1204 239 NA NA NA NA NA 620 1755 1309 427 NA NA NA NA
