Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1532725200.0 1.0 200 274 487 NA NA 2097300 2097270 2097360 NA NA 2398 911 1907 NA NA 20096 1017 2909 NA NA
1532725200.0 10002.0 NA 287 648 0 265 NA 2097310 2097440 0 2097260 NA 1618 5116 4517 565 NA 2949 8901 5029 832
1532725200.0 10006.0 NA 314 453 0 266 NA 2097310 2097440 0 2097260 NA 1271 5038 3963 559 NA 3852 10408 4385 815
1532725200.0 10024.2 NA 345 568 0 NA NA 2097310 2097450 0 NA NA 1600 6001 4061 NA NA 1787 9535 4190 NA
1532725200.0 10024.3 NA 342 506 0 NA NA 2097310 2097330 0 NA NA 1590 1910 622 NA NA 1885 2153 693 NA
1532725200.0 10024.4 NA 328 449 0 NA NA 2097310 2097450 0 NA NA 1938 6628 3853 NA NA 2424 18538 3962 NA
1532725200.0 101.0 355 NA NA NA NA 2097320 NA NA NA NA 1886 NA NA NA NA 2312 NA NA NA NA
1532725200.0 1010.0 NA 122 166 0 NA NA 2097240 2097250 0 NA NA 568 562 906 NA NA 20558 12054 21497 NA
1532725200.0 102.0 363 NA NA NA NA 2097320 NA NA NA NA 1527 NA NA NA NA 1624 NA NA NA NA
1532725200.0 1020.0 NA 200 136 0 229 NA 2097270 2097230 0 2097270 NA 871 198 194 667 NA 21204 414 336 6801
1532725200.0 103.0 257 0 0 NA NA 2097260 0 0 NA NA 789 319 2335 NA NA 1650 901 5557 NA NA
1532725200.0 1040.0 NA 670 168 0 NA NA 2097400 2097230 0 NA NA 55879 281 296 NA NA 66889 322 384 NA
1532725200.0 1040.1 NA 253 153 0 NA NA 2097290 2097230 0 NA NA 1177 756 543 NA NA 3668 10527 21331 NA
1532725200.0 106.0 256 0 0 NA NA 2097260 0 0 NA NA 798 298 2267 NA NA 1571 676 2718 NA NA
1532725200.0 10808.0 NA 314 581 0 310 NA 2097370 2097450 0 2097270 NA 6182 6996 8876 1329 NA 9951 12262 9799 1508
1532725200.0 10824.5 NA 443 409 0 NA NA 2097370 2097300 0 NA NA 6672 1214 272 NA NA 8189 1430 332 NA
1532725200.0 110.0 258 272 406 NA NA 2097260 2097270 2097420 NA NA 1073 968 3277 NA NA 1348 2354 7270 NA NA
1532725200.0 1102.0 NA 279 NA NA NA NA 2097300 NA NA NA NA 6524 NA NA NA NA 58092 NA NA NA
1532725200.0 111.0 270 277 590 NA NA 2097300 2097270 2097420 NA NA 2106 829 3096 NA NA 2699 2800 4788 NA NA
