Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1533675600.0 1.0 85 92 174 NA NA NA NA 190 531 330 NA NA NA NA 3047 1054 3080 NA NA NA NA 2846 1133 4342 NA NA NA NA
1533675600.0 10024.5 NA 173 152 0 NA NA NA NA 599 233 0 NA NA NA NA 742 451 116 NA NA NA NA 576 836 164 NA NA NA
1533675600.0 1004.0 NA 213 95 0 0 0 0 NA 330 170 0 0 0 0 NA 911 384 69 109 255 246 NA 3090 1427 205 145 321 296
1533675600.0 101.0 94 NA NA NA NA NA NA 160 NA NA NA NA NA NA 828 NA NA NA NA NA NA 1175 NA NA NA NA NA NA
1533675600.0 1010.0 NA 25 42 0 NA NA NA NA 84 99 0 NA NA NA NA 113 170 125 NA NA NA NA 308 283 200 NA NA NA
1533675600.0 102.0 104 NA NA NA NA NA NA 160 NA NA NA NA NA NA 702 NA NA NA NA NA NA 1330 NA NA NA NA NA NA
1533675600.0 1020.0 NA 75 24 0 71 NA NA NA 137 68 0 140 NA NA NA 229 88 61 226 NA NA NA 458 147 167 423 NA NA
1533675600.0 103.0 66 97 257 NA NA NA NA 134 584 409 NA NA NA NA 1208 311 1619 NA NA NA NA 1201 365 2043 NA NA NA NA
1533675600.0 1040.1 NA 79 31 0 NA NA NA NA 138 71 0 NA NA NA NA 410 110 111 NA NA NA NA 529 193 177 NA NA NA
1533675600.0 106.0 47 0 0 NA NA NA NA 101 0 0 NA NA NA NA 838 278 1502 NA NA NA NA 875 651 2512 NA NA NA NA
1533675600.0 107.0 102 103 272 NA NA NA NA 207 583 396 NA NA NA NA 2400 543 1710 NA NA NA NA 1215 560 2600 NA NA NA NA
1533675600.0 108.0 105 109 272 NA NA NA NA 210 584 393 NA NA NA NA 3513 579 1881 NA NA NA NA 1759 717 2641 NA NA NA NA
1533675600.0 10871.0 NA 243 388 0 91 151 NA NA 631 552 0 142 232 NA NA 1945 2308 1973 521 953 NA NA 2062 3508 2293 629 1192 NA
1533675600.0 109.0 103 108 267 NA NA NA NA 215 578 390 NA NA NA NA 2939 538 1855 NA NA NA NA 1493 410 2300 NA NA NA NA
1533675600.0 110.0 66 93 269 NA NA NA NA 135 578 405 NA NA NA NA 1026 560 1652 NA NA NA NA 1044 1391 2401 NA NA NA NA
1533675600.0 111.0 93 107 270 NA NA NA NA 186 583 389 NA NA NA NA 1327 371 1684 NA NA NA NA 981 667 2301 NA NA NA NA
1533675600.0 112.0 106 104 267 NA NA NA NA 215 585 394 NA NA NA NA 2169 550 1736 NA NA NA NA 1417 684 2080 NA NA NA NA
1533675600.0 113.0 107 113 271 NA NA NA NA 215 584 367 NA NA NA NA 1966 539 1698 NA NA NA NA 1061 1073 2508 NA NA NA NA
1533675600.0 114.0 105 104 272 NA NA NA NA 213 583 375 NA NA NA NA 1977 475 1731 NA NA NA NA 1709 728 2053 NA NA NA NA
