Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1532984400.0 1.0 64 73 159 NA NA NA NA NA NA 118 115 216 NA NA NA NA NA NA 3012 678 1961 NA NA NA NA NA NA 3398 2858 9279 NA NA NA NA NA NA
1532984400.0 10.0 NA 111 259 0 NA NA NA NA NA NA 182 315 0 NA NA NA NA NA NA 5806 8151 1391 NA NA NA NA NA NA 9959 8869 2585 NA NA NA NA NA
1532984400.0 1000.0 NA 245 152 0 48 NA NA NA NA NA 336 259 0 86 NA NA NA NA NA 6611 2980 1680 653 NA NA NA NA NA 8055 3778 1985 859 NA NA NA NA
1532984400.0 10001.0 NA 101 302 0 72 NA NA NA NA NA 181 356 0 109 NA NA NA NA NA 1039 3512 2959 508 NA NA NA NA NA 4317 9923 4303 1298 NA NA NA NA
1532984400.0 10002.0 NA 102 297 0 71 NA NA NA NA NA 181 356 0 109 NA NA NA NA NA 960 3671 3010 533 NA NA NA NA NA 2847 8344 3904 1411 NA NA NA NA
1532984400.0 10003.0 NA 103 302 0 74 NA NA NA NA NA 184 356 0 109 NA NA NA NA NA 1131 3776 2996 496 NA NA NA NA NA 3315 12629 4337 1100 NA NA NA NA
1532984400.0 10004.0 NA 99 298 0 83 NA NA NA NA NA 181 355 0 109 NA NA NA NA NA 919 3603 2938 484 NA NA NA NA NA 3931 14846 5560 1127 NA NA NA NA
1532984400.0 10005.0 NA 100 299 0 80 NA NA NA NA NA 181 356 0 109 NA NA NA NA NA 873 3556 2827 495 NA NA NA NA NA 4180 10379 5397 1064 NA NA NA NA
1532984400.0 10006.0 NA 103 297 0 74 NA NA NA NA NA 184 354 0 109 NA NA NA NA NA 927 3542 2924 489 NA NA NA NA NA 5094 7282 5472 1213 NA NA NA NA
1532984400.0 10007.0 NA 102 303 0 71 NA NA NA NA NA 184 356 0 109 NA NA NA NA NA 1323 3779 2959 512 NA NA NA NA NA 4753 12905 4058 1132 NA NA NA NA
1532984400.0 10008.0 NA 102 300 0 70 NA NA NA NA NA 184 357 0 109 NA NA NA NA NA 1060 3698 2975 532 NA NA NA NA NA 3049 15474 3442 1285 NA NA NA NA
1532984400.0 10009.0 NA 104 300 0 71 NA NA NA NA NA 184 357 0 109 NA NA NA NA NA 1392 3876 3008 527 NA NA NA NA NA 5201 8467 4050 1418 NA NA NA NA
1532984400.0 1001.0 NA 228 112 0 0 0 0 0 0 NA 293 149 0 0 0 0 0 0 NA 5552 1271 223 154 260 453 267 467 NA 6539 1743 297 219 478 529 436 512
1532984400.0 1001.2 NA 288 122 0 NA NA NA NA NA NA 363 163 0 NA NA NA NA NA NA 37118 4400 352 NA NA NA NA NA NA 52353 4893 406 NA NA NA NA NA
1532984400.0 1002.0 NA 246 69 NA NA NA NA NA NA NA 331 115 NA NA NA NA NA NA NA 6803 934 NA NA NA NA NA NA NA 8287 1010 NA NA NA NA NA NA
1532984400.0 10023.0 NA 102 298 0 80 NA NA NA NA NA 182 357 0 109 NA NA NA NA NA 971 3651 2996 490 NA NA NA NA NA 3986 15590 4026 1078 NA NA NA NA
1532984400.0 10024.0 NA 108 304 0 72 NA NA NA NA NA 188 363 0 110 NA NA NA NA NA 1180 4326 3079 529 NA NA NA NA NA 4536 9385 3792 1431 NA NA NA NA
1532984400.0 10024.1 NA 108 172 0 NA NA NA NA NA NA 188 210 0 NA NA NA NA NA NA 1180 1804 769 NA NA NA NA NA NA 2952 9504 1416 NA NA NA NA NA
1532984400.0 10024.2 NA 109 303 0 NA NA NA NA NA NA 188 361 0 NA NA NA NA NA NA 1203 4220 2999 NA NA NA NA NA NA 4643 8082 4879 NA NA NA NA NA
1532984400.0 10024.3 NA 108 158 0 NA NA NA NA NA NA 188 201 0 NA NA NA NA NA NA 1169 1778 695 NA NA NA NA NA NA 4797 9455 1338 NA NA NA NA NA
1532984400.0 10024.4 NA 107 299 0 NA NA NA NA NA NA 188 359 0 NA NA NA NA NA NA 1408 4263 2892 NA NA NA NA NA NA 5646 11897 4457 NA NA NA NA NA
1532984400.0 10024.5 NA 108 89 0 NA NA NA NA NA NA 188 123 0 NA NA NA NA NA NA 1141 993 224 NA NA NA NA NA NA 6162 5751 707 NA NA NA NA NA
1532984400.0 10025.0 NA 106 302 0 72 NA NA NA NA NA 185 359 0 109 NA NA NA NA NA 1015 3892 2998 571 NA NA NA NA NA 2994 8345 4205 1553 NA NA NA NA
1532984400.0 10026.0 NA 115 306 0 72 NA NA NA NA NA 195 374 0 110 NA NA NA NA NA 1245 4966 3085 589 NA NA NA NA NA 4034 15976 4315 1459 NA NA NA NA
1532984400.0 1003.0 NA 210 0 NA NA NA NA NA NA NA 292 0 NA NA NA NA NA NA NA 6951 1252 NA NA NA NA NA NA NA 8677 1373 NA NA NA NA NA NA
1532984400.0 1004.0 NA 187 95 0 0 0 0 NA NA NA 267 132 0 0 0 0 NA NA NA 1957 554 148 245 478 468 NA NA NA 2904 1497 242 340 535 508 NA NA
1532984400.0 10042.0 NA 104 298 0 74 NA NA NA NA NA 185 359 0 110 NA NA NA NA NA 1014 3926 3066 510 NA NA NA NA NA 4158 16367 4608 1254 NA NA NA NA
1532984400.0 10059.0 NA 113 308 0 72 NA NA NA NA NA 193 372 0 110 NA NA NA NA NA 1375 5416 3047 563 NA NA NA NA NA 4363 17952 4143 1419 NA NA NA NA
1532984400.0 10071.0 NA 107 301 0 71 NA NA NA NA NA 187 363 0 110 NA NA NA NA NA 1139 4242 3042 566 NA NA NA NA NA 3249 14681 4104 1278 NA NA NA NA
1532984400.0 101.0 99 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 2322 NA NA NA NA NA NA NA NA 2534 NA NA NA NA NA NA NA NA
1532984400.0 1010.0 NA 27 38 0 NA NA NA NA NA NA 101 75 0 NA NA NA NA NA NA 245 278 204 NA NA NA NA NA NA 428 343 253 NA NA NA NA NA
1532984400.0 102.0 100 NA NA NA NA NA NA NA NA 148 NA NA NA NA NA NA NA NA 1942 NA NA NA NA NA NA NA NA 2172 NA NA NA NA NA NA NA NA
1532984400.0 1020.0 NA 40 27 0 42 NA NA NA NA NA 113 60 0 115 NA NA NA NA NA 506 218 148 499 NA NA NA NA NA 863 287 294 604 NA NA NA NA
1532984400.0 10224.0 NA 171 381 0 NA NA NA NA NA NA 254 480 0 NA NA NA NA NA NA 6385 9419 3076 NA NA NA NA NA NA 6810 21432 5769 NA NA NA NA NA
1532984400.0 10225.0 NA 173 374 0 NA NA NA NA NA NA 254 476 0 NA NA NA NA NA NA 6675 8877 3033 NA NA NA NA NA NA 7056 15390 5966 NA NA NA NA NA
1532984400.0 103.0 53 0 0 NA NA NA NA NA NA 95 0 0 NA NA NA NA NA NA 1156 293 3237 NA NA NA NA NA NA 1326 366 4172 NA NA NA NA NA NA
1532984400.0 1030.0 NA 146 40 0 0 NA NA NA NA NA 227 82 0 0 NA NA NA NA NA 21445 571 140 137 NA NA NA NA NA 25306 657 305 305 NA NA NA NA
1532984400.0 1040.0 NA 253 30 0 NA NA NA NA NA NA 336 62 0 NA NA NA NA NA NA 30714 274 360 NA NA NA NA NA NA 33631 349 567 NA NA NA NA NA
1532984400.0 1040.1 NA 72 30 0 NA NA NA NA NA NA 150 62 0 NA NA NA NA NA NA 1144 278 327 NA NA NA NA NA NA 1417 352 534 NA NA NA NA NA
1532984400.0 10424.0 NA 110 308 0 NA NA NA NA NA NA 187 362 0 NA NA NA NA NA NA 1103 4189 3075 NA NA NA NA NA NA 4927 12750 5691 NA NA NA NA NA
1532984400.0 105.0 70 85 49 NA NA NA NA NA NA 120 118 66 NA NA NA NA NA NA 3430 860 210 NA NA NA NA NA NA 3799 1015 248 NA NA NA NA NA NA
1532984400.0 106.0 53 0 0 NA NA NA NA NA NA 95 0 0 NA NA NA NA NA NA 1164 290 3144 NA NA NA NA NA NA 1351 353 3596 NA NA NA NA NA NA
1532984400.0 107.0 68 88 248 NA NA NA NA NA NA 122 120 300 NA NA NA NA NA NA 7851 913 3969 NA NA NA NA NA NA 8352 3633 4538 NA NA NA NA NA NA
1532984400.0 108.0 83 84 253 NA NA NA NA NA NA 123 120 302 NA NA NA NA NA NA 9588 1009 4141 NA NA NA NA NA NA 10142 1264 4947 NA NA NA NA NA NA
1532984400.0 10801.0 NA 186 328 0 79 NA NA NA NA NA 276 384 0 116 NA NA NA NA NA 3012 4181 5428 891 NA NA NA NA NA 6048 15306 6733 1753 NA NA NA NA
1532984400.0 10802.0 NA 186 328 0 81 NA NA NA NA NA 277 384 0 116 NA NA NA NA NA 2915 4341 5285 913 NA NA NA NA NA 6252 12828 6328 2022 NA NA NA NA
1532984400.0 10803.0 NA 189 325 0 80 NA NA NA NA NA 278 385 0 116 NA NA NA NA NA 3238 4465 5273 875 NA NA NA NA NA 6153 15560 6801 1884 NA NA NA NA
1532984400.0 10804.0 NA 185 324 0 81 NA NA NA NA NA 276 384 0 116 NA NA NA NA NA 2810 4528 5483 821 NA NA NA NA NA 7241 17168 7069 1251 NA NA NA NA
1532984400.0 10805.0 NA 186 327 0 81 NA NA NA NA NA 276 384 0 116 NA NA NA NA NA 3005 4289 5287 896 NA NA NA NA NA 5417 15219 6221 1987 NA NA NA NA
1532984400.0 10806.0 NA 184 327 0 82 NA NA NA NA NA 276 383 0 116 NA NA NA NA NA 2894 4365 5428 897 NA NA NA NA NA 8404 14355 7347 1800 NA NA NA NA
1532984400.0 10807.0 NA 187 327 0 90 NA NA NA NA NA 277 385 0 127 NA NA NA NA NA 3028 4447 5435 901 NA NA NA NA NA 7203 15011 7053 2170 NA NA NA NA
1532984400.0 10808.0 NA 184 328 0 90 NA NA NA NA NA 277 385 0 127 NA NA NA NA NA 3097 4500 5244 885 NA NA NA NA NA 5100 16748 6013 1619 NA NA NA NA
1532984400.0 10809.0 NA 181 327 0 90 NA NA NA NA NA 278 386 0 127 NA NA NA NA NA 2988 4466 5421 903 NA NA NA NA NA 5926 13735 7049 1609 NA NA NA NA
