Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1532379600.0 1.0 75 104 218 NA NA NA NA NA NA 195 538 325 NA NA NA NA NA NA 1892 437 1209 NA NA NA NA NA NA 1007 414 1341 NA NA NA NA NA NA
1532379600.0 10.0 NA 123 297 0 NA NA NA NA NA NA 591 452 0 NA NA NA NA NA NA 2337 3455 550 NA NA NA NA NA NA 1486 3040 689 NA NA NA NA NA
1532379600.0 1000.0 NA 289 184 0 56 NA NA NA NA NA 411 290 0 99 NA NA NA NA NA 3744 1617 1011 429 NA NA NA NA NA 2423 2153 1399 886 NA NA NA NA
1532379600.0 10001.0 NA 163 356 0 73 NA NA NA NA NA 606 520 0 135 NA NA NA NA NA 779 2405 1302 262 NA NA NA NA NA 783 2981 1411 538 NA NA NA NA
1532379600.0 10002.0 NA 164 359 0 84 NA NA NA NA NA 609 562 0 132 NA NA NA NA NA 743 2370 1463 284 NA NA NA NA NA 845 2825 1655 449 NA NA NA NA
1532379600.0 10003.0 NA 174 357 0 76 NA NA NA NA NA 609 552 0 128 NA NA NA NA NA 798 2446 1394 432 NA NA NA NA NA 708 2961 1913 982 NA NA NA NA
1532379600.0 10004.0 NA 165 356 0 73 NA NA NA NA NA 607 533 0 132 NA NA NA NA NA 729 2354 1236 313 NA NA NA NA NA 929 2866 1354 837 NA NA NA NA
1532379600.0 10005.0 NA 164 360 0 76 NA NA NA NA NA 562 542 0 132 NA NA NA NA NA 733 2415 1565 327 NA NA NA NA NA 767 3079 1721 391 NA NA NA NA
1532379600.0 10006.0 NA 165 350 0 76 NA NA NA NA NA 561 555 0 131 NA NA NA NA NA 813 2435 1616 304 NA NA NA NA NA 693 3042 1781 829 NA NA NA NA
1532379600.0 10007.0 NA 161 354 0 76 NA NA NA NA NA 609 551 0 134 NA NA NA NA NA 840 2441 1340 300 NA NA NA NA NA 765 2745 1426 513 NA NA NA NA
1532379600.0 10008.0 NA 163 368 0 77 NA NA NA NA NA 562 531 0 132 NA NA NA NA NA 895 2480 1542 288 NA NA NA NA NA 798 3341 1680 406 NA NA NA NA
1532379600.0 10009.0 NA 161 352 0 75 NA NA NA NA NA 563 532 0 136 NA NA NA NA NA 953 2454 1280 291 NA NA NA NA NA 1677 2712 1389 695 NA NA NA NA
1532379600.0 1001.0 NA 256 122 0 0 0 0 0 0 NA 368 172 0 0 0 0 0 0 NA 3151 889 129 118 141 312 165 470 NA 1860 995 173 420 213 362 355 692
1532379600.0 1001.2 NA 369 134 0 NA NA NA NA NA NA 614 215 0 NA NA NA NA NA NA 20901 2272 202 NA NA NA NA NA NA 7189 1934 509 NA NA NA NA NA
1532379600.0 1002.0 NA 295 84 NA NA NA NA NA NA NA 421 133 NA NA NA NA NA NA NA 4551 497 NA NA NA NA NA NA NA 4837 510 NA NA NA NA NA NA
1532379600.0 10023.0 NA 164 361 0 74 NA NA NA NA NA 565 545 0 127 NA NA NA NA NA 802 2131 1227 298 NA NA NA NA NA 774 2668 1387 1163 NA NA NA NA
1532379600.0 10024.0 NA 164 384 0 77 NA NA NA NA NA 565 546 0 127 NA NA NA NA NA 1132 2622 1351 311 NA NA NA NA NA 1498 3302 1433 502 NA NA NA NA
1532379600.0 10024.1 NA 185 199 0 NA NA NA NA NA NA 607 340 0 NA NA NA NA NA NA 814 1036 410 NA NA NA NA NA NA 495 1186 621 NA NA NA NA NA
