Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9
1532638800.0 1.0 77 110 215 NA NA NA NA NA NA 194 584 321 NA NA NA NA NA NA 2083 686 1974 NA NA NA NA NA NA 4160 511 2727 NA NA NA NA NA NA
1532638800.0 10.0 NA 135 299 0 NA NA NA NA NA NA 590 444 0 NA NA NA NA NA NA 2357 3530 560 NA NA NA NA NA NA 1326 3141 698 NA NA NA NA NA
1532638800.0 1000.0 NA 273 170 0 61 NA NA NA NA NA 444 282 0 100 NA NA NA NA NA 3101 1142 628 290 NA NA NA NA NA 2501 1822 778 396 NA NA NA NA
1532638800.0 10001.0 NA 150 367 0 77 NA NA NA NA NA 564 531 0 127 NA NA NA NA NA 1453 5228 2727 553 NA NA NA NA NA 1682 6454 3248 1093 NA NA NA NA
1532638800.0 10002.0 NA 173 358 0 76 NA NA NA NA NA 564 509 0 128 NA NA NA NA NA 1384 5250 2650 840 NA NA NA NA NA 1006 5758 2910 1487 NA NA NA NA
1532638800.0 10003.0 NA 176 354 0 73 NA NA NA NA NA 562 553 0 134 NA NA NA NA NA 1443 4838 3229 656 NA NA NA NA NA 1028 6570 3985 1320 NA NA NA NA
1532638800.0 10004.0 NA 162 367 0 83 NA NA NA NA NA 564 540 0 134 NA NA NA NA NA 1370 5105 2696 620 NA NA NA NA NA 1125 5985 3116 1397 NA NA NA NA
1532638800.0 10005.0 NA 161 360 0 82 NA NA NA NA NA 563 530 0 134 NA NA NA NA NA 1235 5256 2721 865 NA NA NA NA NA 1291 6038 3079 1117 NA NA NA NA
1532638800.0 10006.0 NA 173 356 0 76 NA NA NA NA NA 564 554 0 135 NA NA NA NA NA 1577 4555 2806 572 NA NA NA NA NA 1219 6147 3401 1217 NA NA NA NA
1532638800.0 10007.0 NA 168 360 0 75 NA NA NA NA NA 562 552 0 133 NA NA NA NA NA 1556 5031 2725 567 NA NA NA NA NA 1356 5994 3104 1758 NA NA NA NA
1532638800.0 10008.0 NA 163 363 0 76 NA NA NA NA NA 563 541 0 134 NA NA NA NA NA 1275 5253 2711 557 NA NA NA NA NA 1752 7099 3082 1200 NA NA NA NA
1532638800.0 10009.0 NA 164 363 0 76 NA NA NA NA NA 563 562 0 133 NA NA NA NA NA 1561 4901 2721 855 NA NA NA NA NA 1227 6019 3594 1613 NA NA NA NA
1532638800.0 1001.0 NA 251 128 0 0 0 0 0 0 NA 384 181 0 0 0 0 0 0 NA 2365 742 94 80 131 316 122 240 NA 1751 2784 134 120 604 1182 269 283
1532638800.0 1001.2 NA 379 136 0 NA NA NA NA NA NA 615 211 0 NA NA NA NA NA NA 14170 1641 127 NA NA NA NA NA NA 5069 1833 460 NA NA NA NA NA
1532638800.0 1002.0 NA 290 86 NA NA NA NA NA NA NA 414 135 NA NA NA NA NA NA NA 3052 375 NA NA NA NA NA NA NA 4257 267 NA NA NA NA NA NA
1532638800.0 10023.0 NA 161 353 0 74 NA NA NA NA NA 562 574 0 132 NA NA NA NA NA 1251 5084 2699 1113 NA NA NA NA NA 1449 7598 2984 2196 NA NA NA NA
1532638800.0 10024.0 NA 175 373 0 79 NA NA NA NA NA 518 552 0 129 NA NA NA NA NA 1419 5433 2907 1046 NA NA NA NA NA 1491 6265 3415 1294 NA NA NA NA
1532638800.0 10024.1 NA 174 193 0 NA NA NA NA NA NA 563 344 0 NA NA NA NA NA NA 1494 1732 791 NA NA NA NA NA NA 1279 2693 1218 NA NA NA NA NA
1532638800.0 10024.2 NA 167 379 0 NA NA NA NA NA NA 518 543 0 NA NA NA NA NA NA 1739 5305 2746 NA NA NA NA NA NA 1808 5535 3135 NA NA NA NA NA
1532638800.0 10024.3 NA 173 185 0 NA NA NA NA NA NA 564 320 0 NA NA NA NA NA NA 1564 1754 694 NA NA NA NA NA NA 1540 2538 960 NA NA NA NA NA
1532638800.0 10024.4 NA 185 379 0 NA NA NA NA NA NA 564 520 0 NA NA NA NA NA NA 1596 5143 2631 NA NA NA NA NA NA 1130 5546 3085 NA NA NA NA NA
1532638800.0 10024.5 NA 174 141 0 NA NA NA NA NA NA 610 230 0 NA NA NA NA NA NA 1505 1190 304 NA NA NA NA NA NA 1381 3018 516 NA NA NA NA NA
1532638800.0 10025.0 NA 166 372 0 76 NA NA NA NA NA 472 564 0 134 NA NA NA NA NA 1565 5228 2726 562 NA NA NA NA NA 1563 6570 3025 1467 NA NA NA NA
1532638800.0 10026.0 NA 185 393 0 78 NA NA NA NA NA 560 589 0 131 NA NA NA NA NA 1420 6672 2849 573 NA NA NA NA NA 1507 6328 3868 1239 NA NA NA NA
1532638800.0 1003.0 NA 248 0 NA NA NA NA NA NA NA 364 0 NA NA NA NA NA NA NA 2807 473 NA NA NA NA NA NA NA 2851 550 NA NA NA NA NA NA
1532638800.0 1004.0 NA 231 102 0 0 0 0 NA NA NA 345 150 0 0 0 0 NA NA NA 900 306 75 114 246 246 NA NA NA 923 480 157 213 418 294 NA NA
1532638800.0 10042.0 NA 168 363 0 80 NA NA NA NA NA 608 542 0 128 NA NA NA NA NA 1453 4879 2715 598 NA NA NA NA NA 1137 5485 3705 1398 NA NA NA NA
1532638800.0 10059.0 NA 189 386 0 79 NA NA NA NA NA 563 552 0 135 NA NA NA NA NA 1747 6451 2892 907 NA NA NA NA NA 1176 7687 3530 1467 NA NA NA NA
1532638800.0 10071.0 NA 173 379 0 87 NA NA NA NA NA 609 543 0 133 NA NA NA NA NA 1548 5135 2765 825 NA NA NA NA NA 1076 6016 3716 1218 NA NA NA NA
1532638800.0 101.0 92 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 862 NA NA NA NA NA NA NA NA 1734 NA NA NA NA NA NA NA NA
1532638800.0 1010.0 NA 39 46 0 NA NA NA NA NA NA 88 99 0 NA NA NA NA NA NA 103 172 131 NA NA NA NA NA NA 290 334 246 NA NA NA NA NA
1532638800.0 102.0 97 NA NA NA NA NA NA NA NA 161 NA NA NA NA NA NA NA NA 765 NA NA NA NA NA NA NA NA 1514 NA NA NA NA NA NA NA NA
1532638800.0 1020.0 NA 77 35 0 84 NA NA NA NA NA 147 73 0 152 NA NA NA NA NA 222 101 76 244 NA NA NA NA NA 352 156 382 671 NA NA NA NA
1532638800.0 10224.0 NA 316 637 0 NA NA NA NA NA NA 579 868 0 NA NA NA NA NA NA 5121 10563 3791 NA NA NA NA NA NA 3355 6949 3904 NA NA NA NA NA
1532638800.0 10225.0 NA 324 621 0 NA NA NA NA NA NA 591 834 0 NA NA NA NA NA NA 5308 10806 3156 NA NA NA NA NA NA 4378 8579 3595 NA NA NA NA NA
1532638800.0 103.0 74 98 267 NA NA NA NA NA NA 152 582 403 NA NA NA NA NA NA 974 373 1751 NA NA NA NA NA NA 2526 619 2033 NA NA NA NA NA NA
1532638800.0 1030.0 NA 186 54 0 0 NA NA NA NA NA 389 102 0 0 NA NA NA NA NA 7530 283 62 66 NA NA NA NA NA 3461 863 142 287 NA NA NA NA
1532638800.0 1040.0 NA 346 39 0 NA NA NA NA NA NA 510 75 0 NA NA NA NA NA NA 11396 108 113 NA NA NA NA NA NA 4052 170 158 NA NA NA NA NA
1532638800.0 1040.1 NA 90 39 0 NA NA NA NA NA NA 148 75 0 NA NA NA NA NA NA 532 115 130 NA NA NA NA NA NA 566 168 1377 NA NA NA NA NA
1532638800.0 10424.0 NA 172 364 0 NA NA NA NA NA NA 562 552 0 NA NA NA NA NA NA 1469 5481 2780 NA NA NA NA NA NA 1197 6787 3159 NA NA NA NA NA
1532638800.0 105.0 85 103 39 NA NA NA NA NA NA 193 584 77 NA NA NA NA NA NA 1277 551 102 NA NA NA NA NA NA 1870 542 164 NA NA NA NA NA NA
1532638800.0 106.0 49 0 0 NA NA NA NA NA NA 104 0 0 NA NA NA NA NA NA 994 220 1541 NA NA NA NA NA NA 2362 261 3396 NA NA NA NA NA NA
1532638800.0 107.0 106 114 275 NA NA NA NA NA NA 211 581 396 NA NA NA NA NA NA 2061 490 1838 NA NA NA NA NA NA 1278 497 2010 NA NA NA NA NA NA
1532638800.0 108.0 96 109 284 NA NA NA NA NA NA 216 583 418 NA NA NA NA NA NA 3722 551 1895 NA NA NA NA NA NA 2204 409 2280 NA NA NA NA NA NA
1532638800.0 10801.0 NA 240 387 0 91 NA NA NA NA NA 591 608 0 143 NA NA NA NA NA 3799 6238 5669 1160 NA NA NA NA NA 3881 6535 6224 1453 NA NA NA NA
