Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1533848400.0 1.0 74 100 189 NA NA NA 195 585 308 NA NA NA 1992 558 1261 NA NA NA 1652 1041 2262 NA NA NA
1533848400.0 10.0 NA 138 300 0 NA NA NA 593 440 0 NA NA NA 2287 3501 608 NA NA NA 1067 2488 772 NA NA
1533848400.0 10001.0 NA 177 333 0 76 NA NA 564 563 0 132 NA NA 718 2163 1368 276 NA NA 642 2453 1672 500 NA
1533848400.0 10002.0 NA 168 360 0 82 NA NA 608 527 0 134 NA NA 666 2136 1377 267 NA NA 536 2374 1787 475 NA
1533848400.0 10003.0 NA 179 334 0 77 NA NA 606 544 0 134 NA NA 742 2233 1321 387 NA NA 536 2434 1410 429 NA
1533848400.0 10004.0 NA 165 363 0 83 NA NA 564 567 0 135 NA NA 789 2299 1295 296 NA NA 573 3166 1425 483 NA
1533848400.0 10005.0 NA 164 358 0 79 NA NA 609 554 0 129 NA NA 732 2275 1388 262 NA NA 1769 2765 1675 397 NA
1533848400.0 10006.0 NA 178 324 0 76 NA NA 565 542 0 132 NA NA 809 2139 1295 361 NA NA 600 2425 1427 466 NA
1533848400.0 10007.0 NA 159 363 0 84 NA NA 562 554 0 125 NA NA 913 2167 1403 289 NA NA 931 2399 1595 458 NA
1533848400.0 10008.0 NA 180 332 0 75 NA NA 611 576 0 132 NA NA 713 2239 1432 276 NA NA 604 2401 1832 452 NA
1533848400.0 10009.0 NA 157 364 0 82 NA NA 566 552 0 133 NA NA 910 2164 1334 268 NA NA 925 2577 1583 492 NA
1533848400.0 10023.0 NA 169 349 0 76 NA NA 567 526 0 129 NA NA 712 2271 1280 429 NA NA 902 2774 1388 520 NA
1533848400.0 10024.0 NA 187 346 0 79 NA NA 562 554 0 134 NA NA 934 2549 1375 279 NA NA 1326 2604 1561 414 NA
1533848400.0 10024.1 NA 179 195 0 NA NA NA 564 338 0 NA NA NA 891 918 364 NA NA NA 772 1078 462 NA NA
1533848400.0 10024.2 NA 188 372 0 NA NA NA 517 552 0 NA NA NA 902 2458 1397 NA NA NA 677 2456 1552 NA NA
1533848400.0 10024.3 NA 178 188 0 NA NA NA 610 327 0 NA NA NA 803 845 320 NA NA NA 529 921 417 NA NA
1533848400.0 10024.4 NA 182 374 0 NA NA NA 565 547 0 NA NA NA 779 2449 1384 NA NA NA 515 2943 1536 NA NA
1533848400.0 10024.5 NA 173 155 0 NA NA NA 567 236 0 NA NA NA 945 552 147 NA NA NA 678 835 269 NA NA
1533848400.0 10025.0 NA 172 372 0 75 NA NA 609 537 0 134 NA NA 866 2224 1317 314 NA NA 902 2447 1411 565 NA
1533848400.0 10026.0 NA 188 399 0 89 NA NA 611 564 0 137 NA NA 890 2625 1390 408 NA NA 969 2692 1567 454 NA
1533848400.0 10042.0 NA 181 345 0 82 NA NA 567 554 0 134 NA NA 890 2292 1393 274 NA NA 631 2581 1582 496 NA
1533848400.0 10059.0 NA 183 370 0 88 NA NA 607 552 0 129 NA NA 1061 3074 1323 286 NA NA 724 2979 1612 402 NA
1533848400.0 10071.0 NA 188 354 0 77 NA NA 608 551 0 130 NA NA 841 2429 1427 297 NA NA 563 2646 1682 497 NA
1533848400.0 101.0 98 NA NA NA NA NA 161 NA NA NA NA NA 841 NA NA NA NA NA 1332 NA NA NA NA NA
1533848400.0 1010.0 NA 39 50 0 NA NA NA 89 99 0 NA NA NA 113 203 142 NA NA NA 183 452 327 NA NA
1533848400.0 102.0 97 NA NA NA NA NA 177 NA NA NA NA NA 744 NA NA NA NA NA 1616 NA NA NA NA NA
