Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533420000.0 1.0 102 92 146 NA NA 186 368 246 NA NA 1800 500 308 NA NA 1057 421 450 NA NA
1533420000.0 10024.3 NA 243 247 0 NA NA 489 340 0 NA NA 964 514 196 NA NA 697 448 225 NA
1533420000.0 10024.5 NA 235 265 0 NA NA 490 399 0 NA NA 960 569 227 NA NA 824 814 241 NA
1533420000.0 101.0 85 NA NA NA NA 151 NA NA NA NA 859 NA NA NA NA 1062 NA NA NA NA
1533420000.0 1010.0 NA 27 70 0 NA NA 74 122 0 NA NA 11 89 25 NA NA 45 134 59 NA
1533420000.0 102.0 83 NA NA NA NA 151 NA NA NA NA 639 NA NA NA NA 738 NA NA NA NA
1533420000.0 1020.0 NA 37 NA NA NA NA 112 NA NA NA NA 47 NA NA NA NA 74 NA NA NA
1533420000.0 103.0 43 0 0 NA NA 91 0 0 NA NA 666 228 353 NA NA 557 132 624 NA NA
1533420000.0 1030.0 NA 152 40 0 NA NA 267 84 0 NA NA 1613 36 2 NA NA 733 45 21 NA
1533420000.0 105.0 100 88 28 NA NA 186 369 68 NA NA 1969 393 4 NA NA 1379 308 13 NA NA
1533420000.0 106.0 42 0 0 NA NA 91 0 0 NA NA 616 243 413 NA NA 479 141 834 NA NA
1533420000.0 110.0 64 88 455 NA NA 126 361 550 NA NA 584 478 564 NA NA 531 493 696 NA NA
1533420000.0 123.1 367 NA NA NA NA 495 NA NA NA NA 802 NA NA NA NA 579 NA NA NA NA
1533420000.0 123.2 370 NA NA NA NA 504 NA NA NA NA 910 NA NA NA NA 618 NA NA NA NA
1533420000.0 123.3 280 NA NA NA NA 495 NA NA NA NA 616 NA NA NA NA 470 NA NA NA NA
1533420000.0 124.1 364 NA NA NA NA 495 NA NA NA NA 625 NA NA NA NA 486 NA NA NA NA
1533420000.0 124.2 377 NA NA NA NA 495 NA NA NA NA 776 NA NA NA NA 521 NA NA NA NA
1533420000.0 124.4 362 NA NA NA NA 502 NA NA NA NA 560 NA NA NA NA 454 NA NA NA NA
1533420000.0 124.5 353 NA NA NA NA 503 NA NA NA NA 597 NA NA NA NA 541 NA NA NA NA
1533420000.0 124.6 290 NA NA NA NA 495 NA NA NA NA 567 NA NA NA NA 411 NA NA NA NA
1533420000.0 1301.0 89 91 176 NA NA 152 375 289 NA NA 1826 473 299 NA NA 1163 433 423 NA NA
1533420000.0 1302.0 102 103 190 NA NA 167 375 305 NA NA 4093 568 431 NA NA 2011 379 499 NA NA
1533420000.0 1303.0 91 103 209 NA NA 159 379 283 NA NA 6929 421 541 NA NA 3118 328 468 NA NA
1533420000.0 1307.0 NA 91 184 42 0 NA 381 273 88 0 NA 472 322 11 110 NA 822 516 168 198
1533420000.0 1308.0 NA 95 175 48 0 NA 381 259 87 0 NA 361 278 9 108 NA 294 313 14 127
1533420000.0 131.0 72 86 422 NA NA 128 369 537 NA NA 1600 528 727 NA NA 974 436 1017 NA NA
1533420000.0 1325.1 NA 107 222 0 NA NA 389 299 0 NA NA 469 361 169 NA NA 319 519 177 NA
1533420000.0 1325.3 NA 111 216 0 NA NA 381 282 0 NA NA 456 349 153 NA NA 414 291 162 NA
1533420000.0 1325.5 NA 142 0 NA NA NA 204 0 NA NA NA 635 28 NA NA NA 512 187 NA NA
1533420000.0 134.807 NA 92 575 0 NA NA 201 701 0 NA NA 1416 8115 610 NA NA 1139 2891 641 NA
1533420000.0 134.808 NA 104 577 0 NA NA 201 718 0 NA NA 1423 8354 587 NA NA 1527 2950 619 NA
1533420000.0 134.813 NA 186 69 0 NA NA 272 111 0 NA NA 753 84 137 NA NA 568 100 161 NA
1533420000.0 135.1 377 0 98 NA NA 516 0 155 NA NA 748 124 157 NA NA 516 139 449 NA NA
1533420000.0 135.11 355 0 99 NA NA 516 0 157 NA NA 1173 129 186 NA NA 1000 164 336 NA NA
1533420000.0 135.12 371 0 99 NA NA 515 0 152 NA NA 637 125 139 NA NA 456 136 180 NA NA
1533420000.0 135.13 377 0 NA NA NA 553 0 NA NA NA 765 149 NA NA NA 415 158 NA NA NA
1533420000.0 135.2 281 0 93 NA NA 514 0 152 NA NA 603 106 132 NA NA 724 131 366 NA NA
1533420000.0 135.3 234 0 99 NA NA 507 0 150 NA NA 700 112 126 NA NA 938 122 203 NA NA
1533420000.0 135.4 338 0 97 NA NA 515 0 154 NA NA 787 121 132 NA NA 885 135 306 NA NA
1533420000.0 135.5 369 0 99 NA NA 508 0 153 NA NA 590 121 131 NA NA 418 128 154 NA NA
1533420000.0 135.6 343 0 97 NA NA 507 0 155 NA NA 733 123 144 NA NA 556 145 197 NA NA
1533420000.0 135.7 350 0 105 NA NA 507 0 154 NA NA 600 117 131 NA NA 578 147 436 NA NA
1533420000.0 135.8 146 NA NA NA NA 236 NA NA NA NA 247 NA NA NA NA 424 NA NA NA NA
1533420000.0 135.9 317 0 93 NA NA 515 0 147 NA NA 533 111 123 NA NA 495 134 332 NA NA
1533420000.0 136.733 NA 195 71 0 NA NA 302 120 0 NA NA 678 192 122 NA NA 471 175 159 NA
1533420000.0 136.736 NA 70 563 0 NA NA 132 676 0 NA NA 432 10285 637 NA NA 481 3086 659 NA
1533420000.0 136.737 NA 70 558 0 NA NA 129 719 0 NA NA 476 11660 622 NA NA 475 4726 700 NA
1533420000.0 136.739 NA 69 565 0 NA NA 128 725 0 NA NA 493 13661 666 NA NA 555 5198 768 NA
1533420000.0 136.742 NA 70 551 0 NA NA 132 667 0 NA NA 779 10856 635 NA NA 1055 3653 660 NA
1533420000.0 136.7611 NA 159 0 NA NA NA 320 0 NA NA NA 2054 45 NA NA NA 1276 75 NA NA
1533420000.0 136.762 NA 67 576 0 NA NA 130 788 0 NA NA 768 33617 1007 NA NA 591 12782 1132 NA
