Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1533459600.0 101.0 92 NA NA NA NA NA 161 NA NA NA NA NA 1251 NA NA NA NA NA 2522 NA NA NA NA NA
1533459600.0 102.0 87 NA NA NA NA NA 161 NA NA NA NA NA 1104 NA NA NA NA NA 2112 NA NA NA NA NA
1533459600.0 10824.6 NA 228 401 0 105 170 NA 667 577 0 154 235 NA 2123 2283 2117 540 897 NA 2440 2651 3564 591 1165
1533459600.0 10859.0 NA 291 430 0 105 166 NA 680 602 0 150 231 NA 1948 2701 2006 405 928 NA 1953 2395 2275 606 1193
1533459600.0 122.0 48 0 0 NA NA NA 106 0 0 NA NA NA 434 184 1357 NA NA NA 827 340 2287 NA NA NA
1533459600.0 1301.17 76 155 241 NA NA NA 144 557 378 NA NA NA 1753 741 1344 NA NA NA 1113 1781 2684 NA NA NA
1533459600.0 1325.5 NA 180 0 NA NA NA NA 267 0 NA NA NA NA 5021 134 NA NA NA NA 5621 514 NA NA NA
1533459600.0 1325.51 NA 162 0 NA NA NA NA 238 0 NA NA NA NA 1810 151 NA NA NA NA 2068 571 NA NA NA
1533459600.0 1325.7 NA 170 0 NA NA NA NA 269 0 NA NA NA NA 4134 127 NA NA NA NA 6018 360 NA NA NA
1533459600.0 134.813 NA 189 75 0 NA NA NA 298 112 0 NA NA NA 846 178 356 NA NA NA 1398 632 731 NA NA
1533459600.0 135.8 176 NA NA NA NA NA 273 NA NA NA NA NA 460 NA NA NA NA NA 2015 NA NA NA NA NA
1533459600.0 136.762 NA 98 406 0 NA NA NA 164 656 0 NA NA NA 616 21320 852 NA NA NA 1109 10014 1817 NA NA
1533459600.0 136.783 NA 118 437 0 NA NA NA 181 756 0 NA NA NA 631 20385 1286 NA NA NA 1109 8827 2408 NA NA
1533459600.0 136.803 NA 107 340 0 NA NA NA 191 502 0 NA NA NA 628 2852 1168 NA NA NA 1751 3612 2285 NA NA
1533459600.0 2017.8 188 NA NA NA NA NA 262 NA NA NA NA NA 415 NA NA NA NA NA 598 NA NA NA NA NA
