Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1533762000.0 1.0 86 108 226 NA NA NA 197 584 333 NA NA NA 1453 370 1107 NA NA NA 1224 369 1745 NA NA NA
1533762000.0 10003.0 NA 169 365 0 87 NA NA 567 555 0 136 NA NA 839 2398 1300 239 NA NA 1160 3440 1565 466 NA
1533762000.0 10008.0 NA 177 356 0 86 NA NA 567 553 0 124 NA NA 677 2392 1283 249 NA NA 804 4295 1461 708 NA
1533762000.0 10009.0 NA 171 356 0 76 NA NA 611 563 0 134 NA NA 700 2302 1270 260 NA NA 1067 2626 1706 500 NA
1533762000.0 1001.2 NA 375 138 0 NA NA NA 607 212 0 NA NA NA 13153 1766 126 NA NA NA 4762 1316 400 NA NA
1533762000.0 1002.0 NA 292 88 NA NA NA NA 409 133 NA NA NA NA 2961 358 NA NA NA NA 3846 510 NA NA NA
1533762000.0 10024.1 NA 178 194 0 NA NA NA 566 347 0 NA NA NA 894 807 366 NA NA NA 692 1484 764 NA NA
1533762000.0 10024.2 NA 177 371 0 NA NA NA 611 552 0 NA NA NA 1089 2555 1269 NA NA NA 968 3133 1700 NA NA
1533762000.0 10024.3 NA 179 192 0 NA NA NA 565 353 0 NA NA NA 956 920 320 NA NA NA 745 1229 693 NA NA
1533762000.0 10024.4 NA 178 374 0 NA NA NA 611 531 0 NA NA NA 870 2587 1226 NA NA NA 1119 2902 1631 NA NA
1533762000.0 10024.5 NA 179 143 0 NA NA NA 610 225 0 NA NA NA 1102 490 159 NA NA NA 1010 1171 572 NA NA
1533762000.0 1003.0 NA 258 0 NA NA NA NA 359 0 NA NA NA NA 2688 454 NA NA NA NA 2007 766 NA NA NA
1533762000.0 101.0 93 NA NA NA NA NA 161 NA NA NA NA NA 839 NA NA NA NA NA 1334 NA NA NA NA NA
1533762000.0 1010.0 NA 32 47 0 NA NA NA 89 100 0 NA NA NA 102 175 164 NA NA NA 470 517 955 NA NA
1533762000.0 102.0 99 NA NA NA NA NA 161 NA NA NA NA NA 696 NA NA NA NA NA 1223 NA NA NA NA NA
1533762000.0 1020.0 NA 70 28 0 76 NA NA 141 73 0 146 NA NA 265 102 71 221 NA NA 1178 638 371 476 NA
1533762000.0 103.0 76 104 270 NA NA NA 163 585 395 NA NA NA 1449 377 1567 NA NA NA 1364 635 2586 NA NA NA
1533762000.0 1030.0 NA 197 57 0 0 NA NA 386 103 0 0 NA NA 7293 244 72 62 NA NA 2988 370 351 329 NA
1533762000.0 1040.1 NA 80 36 0 NA NA NA 144 76 0 NA NA NA 420 106 110 NA NA NA 1555 270 324 NA NA
1533762000.0 10424.0 NA 179 373 0 NA NA NA 612 564 0 NA NA NA 779 2818 1285 NA NA NA 1255 4157 1719 NA NA
1533762000.0 106.0 50 0 0 NA NA NA 104 0 0 NA NA NA 806 186 1435 NA NA NA 1084 420 2622 NA NA NA
1533762000.0 107.0 107 116 278 NA NA NA 215 587 408 NA NA NA 2265 500 1662 NA NA NA 1182 769 2135 NA NA NA
1533762000.0 108.0 105 112 276 NA NA NA 216 583 429 NA NA NA 3693 512 1842 NA NA NA 2013 586 2843 NA NA NA
1533762000.0 10802.0 NA 242 387 0 85 166 NA 536 569 0 140 234 NA 2325 2581 2294 428 1038 NA 2832 3787 2800 731 1239
1533762000.0 10803.0 NA 227 381 0 91 153 NA 640 601 0 143 233 NA 2378 2907 2288 493 1058 NA 2843 3949 2791 594 1247
1533762000.0 10805.0 NA 229 399 0 88 152 NA 586 574 0 142 242 NA 2293 2594 2284 489 1059 NA 2830 3883 2640 677 1634
1533762000.0 10806.0 NA 229 382 0 86 158 NA 673 592 0 138 235 NA 2228 2742 2320 526 1033 NA 2787 3836 2632 595 1209
1533762000.0 10808.0 NA 218 355 0 96 149 NA 683 582 0 151 234 NA 2373 2673 2582 467 1065 NA 2867 3814 3221 679 1506
1533762000.0 10809.0 NA 240 386 0 98 152 NA 620 617 0 159 230 NA 2422 2883 2409 470 1034 NA 2843 3871 2741 679 1514
1533762000.0 10824.1 NA 287 205 0 NA NA NA 699 346 0 NA NA NA 2239 910 341 NA NA NA 2010 1157 719 NA NA
1533762000.0 10824.5 NA 307 172 0 NA NA NA 625 252 0 NA NA NA 2103 577 141 NA NA NA 2246 1151 403 NA NA
1533762000.0 10859.0 NA 325 422 0 95 153 NA 685 626 0 156 244 NA 2239 3512 2246 453 1056 NA 2034 3076 2680 699 1598
1533762000.0 109.0 110 121 274 NA NA NA 215 583 432 NA NA NA 2942 532 1798 NA NA NA 1585 539 2133 NA NA NA
1533762000.0 110.0 71 107 273 NA NA NA 137 583 414 NA NA NA 877 413 1632 NA NA NA 891 604 2793 NA NA NA
1533762000.0 11025.0 NA 475 738 0 165 NA NA 786 1090 0 248 NA NA 5522 5632 1987 923 NA NA 4317 4167 2197 1273 NA
1533762000.0 111.0 97 105 268 NA NA NA 192 586 415 NA NA NA 1818 399 1675 NA NA NA 2156 912 2664 NA NA NA
1533762000.0 112.0 91 106 268 NA NA NA 208 582 403 NA NA NA 1835 553 1687 NA NA NA 1575 1017 2659 NA NA NA
1533762000.0 11224.0 NA 300 412 0 NA NA NA 665 606 0 NA NA NA 1596 2355 2076 NA NA NA 2035 3216 2865 NA NA
1533762000.0 11224.6 NA 269 408 0 NA NA NA 672 603 0 NA NA NA 1737 2361 2068 NA NA NA 2292 3701 2966 NA NA
1533762000.0 113.0 115 110 276 NA NA NA 216 586 411 NA NA NA 1928 433 1637 NA NA NA 1304 472 2035 NA NA NA
1533762000.0 114.0 110 111 261 NA NA NA 210 586 386 NA NA NA 2290 546 1692 NA NA NA 1449 619 2598 NA NA NA
1533762000.0 115.0 107 104 271 NA NA NA 216 585 410 NA NA NA 2144 540 1733 NA NA NA 1313 672 2018 NA NA NA
1533762000.0 116.0 110 119 278 NA NA NA 220 584 409 NA NA NA 2360 483 1798 NA NA NA 1469 446 2283 NA NA NA
1533762000.0 117.0 113 109 271 NA NA NA 217 583 424 NA NA NA 2944 510 1873 NA NA NA 1611 537 3205 NA NA NA
1533762000.0 118.0 110 110 277 NA NA NA 220 584 409 NA NA NA 3278 556 1850 NA NA NA 1537 552 2482 NA NA NA
1533762000.0 119.0 109 109 275 NA NA NA 208 586 422 NA NA NA 2225 442 1692 NA NA NA 1439 650 2873 NA NA NA
1533762000.0 12.0 NA 127 298 0 NA NA NA 594 429 0 NA NA NA 2096 3176 538 NA NA NA 1343 2769 736 NA NA
1533762000.0 120.0 66 100 265 NA NA NA 147 583 418 NA NA NA 944 488 1615 NA NA NA 1092 699 2608 NA NA NA
1533762000.0 121.0 114 103 286 NA NA NA 216 586 424 NA NA NA 3003 561 1761 NA NA NA 1548 792 2345 NA NA NA
1533762000.0 122.0 50 0 0 NA NA NA 108 0 0 NA NA NA 900 283 1938 NA NA NA 858 652 3017 NA NA NA
1533762000.0 123.3 231 NA NA NA NA NA 685 NA NA NA NA NA 1043 NA NA NA NA NA 1241 NA NA NA NA NA
1533762000.0 124.1 303 NA NA NA NA NA 686 NA NA NA NA NA 1004 NA NA NA NA NA 1342 NA NA NA NA NA
1533762000.0 124.5 322 NA NA NA NA NA 686 NA NA NA NA NA 935 NA NA NA NA NA 1135 NA NA NA NA NA
1533762000.0 124.6 232 NA NA NA NA NA 685 NA NA NA NA NA 1047 NA NA NA NA NA 1255 NA NA NA NA NA
1533762000.0 125.0 111 111 271 NA NA NA 216 542 396 NA NA NA 2933 732 1817 NA NA NA 1658 810 2305 NA NA NA
1533762000.0 126.0 75 106 273 NA NA NA 141 540 395 NA NA NA 1373 555 1771 NA NA NA 1060 661 2566 NA NA NA
1533762000.0 127.0 68 108 278 NA NA NA 137 542 402 NA NA NA 1611 564 1702 NA NA NA 1346 673 2340 NA NA NA
1533762000.0 128.0 75 111 256 NA NA NA 134 586 400 NA NA NA 1030 556 1787 NA NA NA 836 678 2445 NA NA NA
1533762000.0 129.0 66 114 254 NA NA NA 138 584 389 NA NA NA 1059 549 1847 NA NA NA 925 524 2253 NA NA NA
