Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533848400.0 10003.0 NA 167 356 0 84 NA 534 563 0 125 NA 1394 3053 1696 334 NA 1798 3902 2090 560
1533848400.0 10008.0 NA 175 368 0 77 NA 566 532 0 130 NA 867 2872 1674 335 NA 648 3737 1849 692
1533848400.0 10009.0 NA 162 368 0 76 NA 519 553 0 125 NA 1113 2697 1651 327 NA 1214 4815 1828 517
1533848400.0 10024.1 NA 178 192 0 NA NA 611 343 0 NA NA 883 1338 566 NA NA 705 1595 852 NA
1533848400.0 10024.2 NA 177 369 0 NA NA 610 577 0 NA NA 1049 3322 1666 NA NA 1158 3646 1866 NA
1533848400.0 10024.3 NA 181 185 0 NA NA 610 349 0 NA NA 939 1192 459 NA NA 783 1310 631 NA
1533848400.0 10024.4 NA 173 378 0 NA NA 520 566 0 NA NA 1719 2745 1635 NA NA 1918 4322 1787 NA
1533848400.0 10024.5 NA 177 155 0 NA NA 563 236 0 NA NA 914 617 192 NA NA 851 915 318 NA
1533848400.0 102.0 108 NA NA NA NA 161 NA NA NA NA 722 NA NA NA NA 1106 NA NA NA NA
1533848400.0 1020.0 NA 84 29 0 79 NA 148 73 0 145 NA 285 114 65 230 NA 570 411 239 407
1533848400.0 10224.0 NA 348 602 0 NA NA 580 894 0 NA NA 3811 6169 1669 NA NA 2658 4109 1816 NA
1533848400.0 10225.0 NA 316 610 0 NA NA 581 866 0 NA NA 4270 6106 1655 NA NA 3706 4173 1846 NA
1533848400.0 10424.0 NA 176 372 0 NA NA 609 564 0 NA NA 938 3343 2076 NA NA 670 3836 2759 NA
1533848400.0 10824.1 NA 307 207 0 NA NA 684 344 0 NA NA 2528 1114 512 NA NA 4316 1462 623 NA
1533848400.0 10824.5 NA 306 167 0 NA NA 687 256 0 NA NA 2529 757 236 NA NA 4299 897 380 NA
1533848400.0 122.0 50 0 0 NA NA 105 0 0 NA NA 1151 286 2171 NA NA 1017 393 4776 NA NA
1533848400.0 123.1 327 NA NA NA NA 687 NA NA NA NA 1578 NA NA NA NA 1403 NA NA NA NA
1533848400.0 123.2 306 NA NA NA NA 688 NA NA NA NA 1897 NA NA NA NA 1958 NA NA NA NA
