Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533762000.0 101.0 98 NA NA NA NA 161 NA NA NA NA 910 NA NA NA NA 1648 NA NA NA NA
1533762000.0 102.0 100 NA NA NA NA 161 NA NA NA NA 850 NA NA NA NA 1972 NA NA NA NA
1533762000.0 1020.0 NA 75 27 0 84 NA 141 71 0 149 NA 401 223 105 438 NA 845 2089 327 1063
1533762000.0 106.0 59 0 0 NA NA 107 0 0 NA NA 447 318 1590 NA NA 587 669 3085 NA NA
1533762000.0 110.0 69 96 263 NA NA 137 579 393 NA NA 1061 490 1811 NA NA 885 1008 2907 NA NA
1533762000.0 116.0 111 99 272 NA NA 224 583 421 NA NA 3139 623 1976 NA NA 1841 766 2900 NA NA
1533762000.0 122.0 49 0 0 NA NA 104 0 0 NA NA 780 271 1476 NA NA 695 351 2106 NA NA
1533762000.0 125.0 101 108 273 NA NA 216 534 411 NA NA 2301 488 1711 NA NA 1138 640 2037 NA NA
1533762000.0 127.0 69 98 274 NA NA 142 581 426 NA NA 1371 479 1683 NA NA 1468 520 2259 NA NA
1533762000.0 129.0 70 101 264 NA NA 137 581 381 NA NA 913 410 1592 NA NA 837 467 2261 NA NA
1533762000.0 13.0 NA 104 284 0 NA NA 586 428 0 NA NA 536 2375 556 NA NA 1133 3366 784 NA
1533762000.0 130.0 57 106 267 NA NA 134 583 397 NA NA 654 405 1598 NA NA 1122 432 1956 NA NA
1533762000.0 1325.5 NA 169 0 NA NA NA 268 0 NA NA NA 10749 312 NA NA NA 15081 559 NA NA
1533762000.0 1325.51 NA 158 0 NA NA NA 241 0 NA NA NA 4310 315 NA NA NA 4268 1694 NA NA
1533762000.0 1325.7 NA 169 0 NA NA NA 278 0 NA NA NA 7596 319 NA NA NA 8680 1632 NA NA
1533762000.0 133.0 113 118 286 NA NA 214 583 406 NA NA 3401 517 1843 NA NA 1627 487 2213 NA NA
1533762000.0 134.813 NA 177 71 0 NA NA 275 116 0 NA NA 821 190 381 NA NA 1146 446 850 NA
1533762000.0 135.8 183 NA NA NA NA 266 NA NA NA NA 1017 NA NA NA NA 1471 NA NA NA NA
1533762000.0 136.739 NA 92 364 0 NA NA 148 593 0 NA NA 1184 27717 1799 NA NA 1789 16035 4144 NA
1533762000.0 136.759 NA 93 379 0 NA NA 156 626 0 NA NA 1127 31151 1784 NA NA 1797 16842 3685 NA
1533762000.0 136.76 NA 93 377 0 NA NA 158 562 0 NA NA 1404 32467 2149 NA NA 1945 14844 2836 NA
1533762000.0 136.761 NA 95 396 0 NA NA 159 630 0 NA NA 1255 36134 1936 NA NA 1897 16089 2161 NA
1533762000.0 136.7611 NA 174 0 NA NA NA 289 0 NA NA NA 8741 251 NA NA NA 13278 910 NA NA
1533762000.0 136.7721 NA 166 0 NA NA NA 274 0 NA NA NA 8301 256 NA NA NA 11891 911 NA NA
