Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533762000.0 1.0 62 75 156 NA NA 114 136 233 NA NA 1776 371 899 NA NA 2043 716 1355 NA NA
1533762000.0 10001.0 NA 154 308 77 0 NA 239 408 115 0 NA 1870 2618 450 2857 NA 2534 3261 727 3094
1533762000.0 10002.0 NA 155 298 78 0 NA 239 408 115 0 NA 1861 2292 558 2696 NA 2726 2947 1122 2987
1533762000.0 10003.0 NA 155 296 80 0 NA 241 408 115 0 NA 1925 2737 601 2669 NA 2779 3618 1110 2979
1533762000.0 10004.0 NA 152 294 73 0 NA 238 408 115 0 NA 1872 2660 528 2883 NA 2705 3505 1149 5599
1533762000.0 10005.0 NA 173 299 79 0 NA 238 408 114 0 NA 1821 2382 598 2901 NA 2764 3156 1280 6543
1533762000.0 10006.0 NA 172 293 82 0 NA 238 408 114 0 NA 1823 2625 501 2449 NA 2424 3455 928 5429
1533762000.0 10007.0 NA 172 306 83 0 NA 239 408 128 0 NA 1842 2715 465 2893 NA 2759 3607 734 3163
1533762000.0 10008.0 NA 174 297 84 0 NA 239 408 127 0 NA 1884 2704 535 2840 NA 2492 3556 986 6309
1533762000.0 10009.0 NA 156 311 92 0 NA 240 408 127 0 NA 1933 2722 595 2647 NA 2890 3610 1023 3148
1533762000.0 10023.0 NA 155 297 81 0 NA 238 408 114 0 NA 1567 1881 401 1964 NA 2606 2317 715 2129
1533762000.0 10024.0 NA 177 319 87 0 NA 254 411 129 0 NA 1696 2166 432 2071 NA 2235 2573 663 2476
1533762000.0 10024.1 NA 184 163 0 NA NA 255 212 0 NA NA 1704 853 361 NA NA 2152 1123 728 NA
1533762000.0 10024.2 NA 185 307 0 NA NA 255 409 0 NA NA 1660 2163 1907 NA NA 2453 2761 2167 NA
1533762000.0 10024.3 NA 186 157 0 NA NA 255 205 0 NA NA 1569 837 312 NA NA 1903 1100 690 NA
1533762000.0 10024.4 NA 179 321 0 NA NA 255 411 0 NA NA 1726 2118 1960 NA NA 2340 2772 2220 NA
1533762000.0 10024.5 NA 176 169 0 NA NA 255 212 0 NA NA 1731 845 340 NA NA 2152 1322 565 NA
1533762000.0 10024.6 NA 186 308 0 NA NA 254 408 0 NA NA 1699 2017 1935 NA NA 2726 2720 2236 NA
1533762000.0 10026.0 NA 185 311 92 0 NA 257 411 126 0 NA 1705 2278 420 2013 NA 2418 2923 637 2268
1533762000.0 10071.0 NA 183 304 80 0 NA 247 409 115 0 NA 1567 2082 434 2023 NA 2339 2687 725 2349
1533762000.0 101.0 79 NA NA NA NA 150 NA NA NA NA 1034 NA NA NA NA 1400 NA NA NA NA
1533762000.0 1010.0 NA 27 37 0 NA NA 69 81 0 NA NA 154 210 207 NA NA 390 528 559 NA
1533762000.0 102.0 91 NA NA NA NA 150 NA NA NA NA 817 NA NA NA NA 1042 NA NA NA NA
1533762000.0 1020.0 NA 35 NA NA NA NA 102 NA NA NA NA 285 NA NA NA NA 787 NA NA NA
1533762000.0 10224.0 NA 244 402 0 NA NA 341 513 0 NA NA 4135 5270 2066 NA NA 4996 6555 2406 NA
1533762000.0 10225.0 NA 261 405 0 NA NA 338 527 0 NA NA 4299 5313 1991 NA NA 5275 6934 2203 NA
1533762000.0 103.0 51 0 0 NA NA 87 0 0 NA NA 471 166 1345 NA NA 822 394 1955 NA NA
1533762000.0 1030.0 NA 136 41 0 NA NA 244 80 0 NA NA 13302 278 132 NA NA 15130 641 892 NA
1533762000.0 10424.0 NA 181 319 0 NA NA 255 410 0 NA NA 1597 2085 1992 NA NA 2695 2672 2298 NA
1533762000.0 105.0 61 74 29 NA NA 114 136 62 NA NA 1738 407 118 NA NA 1970 600 291 NA NA
1533762000.0 106.0 43 0 0 NA NA 86 0 0 NA NA 467 175 1267 NA NA 737 350 1985 NA NA
1533762000.0 107.0 63 73 220 NA NA 115 136 296 NA NA 3018 463 1534 NA NA 3446 763 2115 NA NA
1533762000.0 108.0 64 74 222 NA NA 117 136 298 NA NA 4700 500 1603 NA NA 5300 806 2227 NA NA
1533762000.0 10823.0 53 172 303 72 0 99 229 408 114 0 931 1376 2037 439 1971 1221 1955 2786 784 2290
1533762000.0 10824.0 56 170 313 89 0 103 239 409 128 0 4450 1792 2073 421 2054 5576 2788 2445 689 2311
1533762000.0 10825.0 54 161 311 74 0 101 236 409 115 0 3282 1595 1971 407 2066 3727 2160 2859 646 2315
1533762000.0 10826.0 62 170 308 86 0 105 241 409 126 0 6537 1777 2512 414 2031 7738 2354 3070 667 2348
1533762000.0 109.0 64 77 223 NA NA 117 136 298 NA NA 4368 494 1618 NA NA 4762 786 2136 NA NA
1533762000.0 110.0 51 72 218 NA NA 95 136 292 NA NA 618 422 1438 NA NA 957 648 1980 NA NA
1533762000.0 111.0 62 74 220 NA NA 115 136 296 NA NA 1779 362 1561 NA NA 2560 658 2343 NA NA
1533762000.0 112.0 59 82 220 NA NA 115 136 295 NA NA 3267 486 1563 NA NA 3679 784 2158 NA NA
1533762000.0 11224.0 60 174 309 0 NA 103 238 408 0 NA 3910 1713 2437 1959 NA 4824 2426 3295 2267 NA
1533762000.0 113.0 61 83 224 NA NA 117 136 297 NA NA 3887 499 1525 NA NA 4405 794 2041 NA NA
1533762000.0 114.0 64 76 220 NA NA 116 136 297 NA NA 3561 568 1546 NA NA 4054 1126 2052 NA NA
1533762000.0 115.0 63 76 222 NA NA 117 136 298 NA NA 3917 505 1546 NA NA 4427 827 1895 NA NA
1533762000.0 116.0 63 75 222 NA NA 116 136 297 NA NA 4093 465 1699 NA NA 4518 802 2382 NA NA
1533762000.0 117.0 63 78 223 NA NA 117 136 298 NA NA 4629 514 1699 NA NA 5031 930 2554 NA NA
1533762000.0 118.0 66 75 215 NA NA 117 136 299 NA NA 5852 498 2267 NA NA 6526 889 3877 NA NA
1533762000.0 119.0 61 73 222 NA NA 115 136 295 NA NA 3193 478 2062 NA NA 3766 731 2760 NA NA
1533762000.0 120.0 51 78 216 NA NA 102 136 292 NA NA 614 444 2016 NA NA 926 878 2919 NA NA
1533762000.0 12024.0 59 180 315 0 NA 99 242 412 0 NA 3749 1796 2334 2097 NA 4208 2547 2949 2390 NA
1533762000.0 121.0 63 84 222 NA NA 117 136 298 NA NA 6095 514 2325 NA NA 7142 841 3157 NA NA
1533762000.0 122.0 57 76 216 NA NA 108 136 292 NA NA 867 364 1943 NA NA 1162 796 2597 NA NA
1533762000.0 123.1 191 NA NA NA NA 267 NA NA NA NA 1453 NA NA NA NA 2151 NA NA NA NA
1533762000.0 123.2 193 NA NA NA NA 269 NA NA NA NA 1607 NA NA NA NA 2300 NA NA NA NA
1533762000.0 123.3 169 NA NA NA NA 240 NA NA NA NA 1249 NA NA NA NA 1757 NA NA NA NA
1533762000.0 124.1 191 NA NA NA NA 254 NA NA NA NA 1256 NA NA NA NA 1938 NA NA NA NA
1533762000.0 124.2 191 NA NA NA NA 266 NA NA NA NA 1392 NA NA NA NA 2180 NA NA NA NA
