Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1532509200.0 1.0 64 77 155 NA NA NA NA NA 114 136 233 NA NA NA NA NA 1432 380 894 NA NA NA NA NA 1707 718 1339 NA NA NA NA NA
1532509200.0 10.0 NA 103 232 0 NA NA NA NA NA 155 315 0 NA NA NA NA NA 2179 2978 530 NA NA NA NA NA 2666 3577 877 NA NA NA NA
1532509200.0 1000.0 NA 233 154 0 49 NA NA NA NA 319 248 0 85 NA NA NA NA 2568 1202 660 303 NA NA NA NA 3338 1737 901 495 NA NA NA
1532509200.0 10001.0 NA 170 295 73 0 NA NA NA NA 239 408 115 0 NA NA NA NA 1881 2602 539 2950 NA NA NA NA 2630 3565 1079 3449 NA NA NA
1532509200.0 10002.0 NA 153 305 74 0 NA NA NA NA 239 408 115 0 NA NA NA NA 1925 2564 493 2934 NA NA NA NA 3303 3399 840 6229 NA NA NA
1532509200.0 10003.0 NA 161 305 72 0 NA NA NA NA 241 408 115 0 NA NA NA NA 1915 2399 611 2928 NA NA NA NA 2482 3274 1474 6179 NA NA NA
1532509200.0 10004.0 NA 172 294 82 0 NA NA NA NA 238 408 115 0 NA NA NA NA 1869 2617 514 3031 NA NA NA NA 2624 3953 801 3518 NA NA NA
1532509200.0 10005.0 NA 158 310 79 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1863 2600 522 2856 NA NA NA NA 2392 3311 820 6041 NA NA NA
1532509200.0 10006.0 NA 152 304 80 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1820 2603 538 2934 NA NA NA NA 2656 3571 952 3425 NA NA NA
1532509200.0 10007.0 NA 153 307 86 0 NA NA NA NA 239 408 128 0 NA NA NA NA 1934 2589 540 2310 NA NA NA NA 3399 3501 865 2753 NA NA NA
1532509200.0 10008.0 NA 161 294 85 0 NA NA NA NA 239 408 127 0 NA NA NA NA 1920 2642 532 3005 NA NA NA NA 2482 3651 864 3519 NA NA NA
1532509200.0 10009.0 NA 159 302 93 0 NA NA NA NA 240 408 127 0 NA NA NA NA 1855 2761 552 2933 NA NA NA NA 2886 3773 949 6238 NA NA NA
1532509200.0 1001.0 NA 216 114 0 0 0 0 0 NA 268 153 0 0 0 0 0 NA 2188 488 73 116 261 129 279 NA 3097 759 239 282 391 306 403
1532509200.0 1002.0 NA 235 68 NA NA NA NA NA NA 310 118 NA NA NA NA NA NA 2757 355 NA NA NA NA NA NA 3153 489 NA NA NA NA NA
1532509200.0 10023.0 NA 152 297 81 0 NA NA NA NA 238 408 114 0 NA NA NA NA 1199 1658 346 1843 NA NA NA NA 2019 2225 582 2150 NA NA NA
1532509200.0 10024.0 NA 192 320 93 0 NA NA NA NA 254 411 129 0 NA NA NA NA 1353 1908 373 1885 NA NA NA NA 1804 2354 610 2130 NA NA NA
1532509200.0 10024.1 NA 184 162 0 NA NA NA NA NA 255 212 0 NA NA NA NA NA 1358 782 321 NA NA NA NA NA 1826 1466 450 NA NA NA NA
1532509200.0 10024.2 NA 176 318 0 NA NA NA NA NA 254 409 0 NA NA NA NA NA 1390 1870 1863 NA NA NA NA NA 1879 2424 2173 NA NA NA NA
1532509200.0 10024.3 NA 187 155 0 NA NA NA NA NA 255 205 0 NA NA NA NA NA 1348 762 287 NA NA NA NA NA 1811 1432 537 NA NA NA NA
1532509200.0 10024.4 NA 181 320 0 NA NA NA NA NA 254 411 0 NA NA NA NA NA 1366 1907 1864 NA NA NA NA NA 1952 2493 2199 NA NA NA NA
1532509200.0 10024.5 NA 183 161 0 NA NA NA NA NA 254 212 0 NA NA NA NA NA 1367 769 330 NA NA NA NA NA 2017 1263 440 NA NA NA NA
1532509200.0 10024.6 NA 185 316 0 NA NA NA NA NA 255 409 0 NA NA NA NA NA 1383 1958 1843 NA NA NA NA NA 2041 2771 2457 NA NA NA NA
1532509200.0 10025.0 NA 187 302 73 0 NA NA NA NA 246 409 115 0 NA NA NA NA 1260 1775 359 1865 NA NA NA NA 1717 2361 590 2143 NA NA NA
1532509200.0 10026.0 NA 180 320 91 0 NA NA NA NA 257 411 126 0 NA NA NA NA 1382 2009 372 1855 NA NA NA NA 1918 2510 550 2100 NA NA NA
1532509200.0 1003.0 NA 200 0 NA NA NA NA NA NA 263 0 NA NA NA NA NA NA 2887 488 NA NA NA NA NA NA 3652 649 NA NA NA NA NA
1532509200.0 1004.0 NA 175 93 0 0 0 0 NA NA 236 137 0 0 0 0 NA NA 818 311 75 116 256 258 NA NA 1692 809 279 332 401 372 NA
1532509200.0 10042.0 NA 177 304 93 0 NA NA NA NA 246 409 129 0 NA NA NA NA 1313 1820 382 1849 NA NA NA NA 2324 2235 606 2093 NA NA NA
1532509200.0 10059.0 NA 185 322 87 0 NA NA NA NA 260 411 126 0 NA NA NA NA 1486 2418 364 1931 NA NA NA NA 1819 3061 582 2190 NA NA NA
1532509200.0 10071.0 NA 165 303 81 0 NA NA NA NA 247 409 116 0 NA NA NA NA 1300 1874 350 1860 NA NA NA NA 2179 2617 568 2119 NA NA NA
1532509200.0 101.0 80 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 920 NA NA NA NA NA NA NA 1117 NA NA NA NA NA NA NA
1532509200.0 1010.0 NA 28 33 0 NA NA NA NA NA 69 81 0 NA NA NA NA NA 102 143 141 NA NA NA NA NA 299 318 308 NA NA NA NA
1532509200.0 102.0 86 NA NA NA NA NA NA NA 150 NA NA NA NA NA NA NA 742 NA NA NA NA NA NA NA 898 NA NA NA NA NA NA NA
1532509200.0 1020.0 NA 36 NA NA NA NA NA NA NA 102 NA NA NA NA NA NA NA 232 NA NA NA NA NA NA NA 438 NA NA NA NA NA NA
1532509200.0 10224.0 NA 249 400 0 NA NA NA NA NA 339 516 0 NA NA NA NA NA 3727 4153 1938 NA NA NA NA NA 4861 5162 2541 NA NA NA NA
1532509200.0 10225.0 NA 254 408 0 NA NA NA NA NA 338 529 0 NA NA NA NA NA 3925 4172 1881 NA NA NA NA NA 5550 5662 2183 NA NA NA NA
