Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533805200.0 1.0 61 75 150 NA NA 114 136 233 NA NA 1717 507 1231 NA NA 2015 795 1851 NA NA
1533805200.0 101.0 82 NA NA NA NA 150 NA NA NA NA 938 NA NA NA NA 1246 NA NA NA NA
1533805200.0 1010.0 NA 29 37 0 NA NA 69 81 0 NA NA 160 175 191 NA NA 427 446 388 NA
1533805200.0 102.0 88 NA NA NA NA 150 NA NA NA NA 756 NA NA NA NA 1086 NA NA NA NA
1533805200.0 1020.0 NA 38 NA NA NA NA 102 NA NA NA NA 278 NA NA NA NA 533 NA NA NA
1533805200.0 103.0 43 0 0 NA NA 87 0 0 NA NA 402 137 1131 NA NA 588 412 1406 NA NA
1533805200.0 1030.0 NA 136 46 0 NA NA 236 80 0 NA NA 11623 266 88 NA NA 13208 449 483 NA
1533805200.0 105.0 62 74 29 NA NA 114 136 61 NA NA 1453 380 99 NA NA 1737 650 222 NA NA
1533805200.0 106.0 43 0 0 NA NA 87 0 0 NA NA 393 143 1122 NA NA 591 446 1366 NA NA
1533805200.0 107.0 62 73 220 NA NA 115 136 296 NA NA 2439 396 1423 NA NA 2754 730 2081 NA NA
1533805200.0 108.0 64 78 227 NA NA 117 136 298 NA NA 3813 421 1562 NA NA 4166 718 2033 NA NA
1533805200.0 10823.0 53 156 299 82 0 99 229 408 114 0 780 1178 1680 352 1867 1008 1657 2268 578 2172
1533805200.0 109.0 63 74 224 NA NA 117 136 298 NA NA 3587 420 1588 NA NA 3992 724 2490 NA NA
1533805200.0 110.0 51 73 222 NA NA 95 136 292 NA NA 508 357 1327 NA NA 670 655 1657 NA NA
1533805200.0 111.0 63 73 221 NA NA 115 136 296 NA NA 1479 315 1312 NA NA 1829 643 1882 NA NA
1533805200.0 112.0 59 74 219 NA NA 115 136 295 NA NA 2656 398 1390 NA NA 2994 746 1894 NA NA
1533805200.0 113.0 66 75 221 NA NA 117 136 297 NA NA 3316 426 1421 NA NA 3549 744 1726 NA NA
1533805200.0 114.0 63 75 222 NA NA 116 136 297 NA NA 3016 428 1407 NA NA 3294 742 1734 NA NA
1533805200.0 115.0 63 75 232 NA NA 117 136 298 NA NA 3218 407 1426 NA NA 3476 655 2072 NA NA
1533805200.0 116.0 63 75 221 NA NA 117 136 297 NA NA 3316 412 1530 NA NA 3636 700 1985 NA NA
1533805200.0 117.0 65 76 222 NA NA 116 136 298 NA NA 4046 410 1469 NA NA 4469 721 1908 NA NA
1533805200.0 126.0 52 71 215 NA NA 103 136 292 NA NA 1136 413 1744 NA NA 1407 687 2333 NA NA
1533805200.0 1301.0 65 80 175 NA NA 106 145 251 NA NA 952 521 1214 NA NA 1341 971 1724 NA NA
1533805200.0 1302.0 60 84 174 NA NA 110 145 255 NA NA 4888 557 1339 NA NA 5720 803 1908 NA NA
1533805200.0 1303.0 61 81 173 NA NA 111 145 256 NA NA 7402 469 1584 NA NA 8417 851 2179 NA NA
1533805200.0 131.0 53 75 219 NA NA 104 136 293 NA NA 1156 466 1604 NA NA 1433 888 2108 NA NA
1533805200.0 1325.1 NA 92 142 0 NA NA 153 183 0 NA NA 739 752 312 NA NA 1148 1272 683 NA
1533805200.0 1325.3 NA 93 134 0 NA NA 153 179 0 NA NA 664 822 314 NA NA 1256 1410 737 NA
1533805200.0 1325.5 NA 143 0 NA NA NA 206 0 NA NA NA 2847 174 NA NA NA 3409 337 NA NA
1533805200.0 1325.51 NA 135 0 NA NA NA 193 0 NA NA NA 1603 183 NA NA NA 2362 511 NA NA
1533805200.0 1325.6 NA 106 NA NA NA NA 173 NA NA NA NA 2924 NA NA NA NA 4485 NA NA NA
1533805200.0 1325.7 NA 106 0 NA NA NA 170 0 NA NA NA 2797 164 NA NA NA 5413 485 NA NA
1533805200.0 1325.8 NA 106 0 NA NA NA 170 0 NA NA NA 3047 174 NA NA NA 4855 469 NA NA
1533805200.0 1325.9 NA 96 0 NA NA NA 162 0 NA NA NA 1934 140 NA NA NA 2228 507 NA NA
1533805200.0 135.1 200 0 104 NA NA 272 0 154 NA NA 1153 373 676 NA NA 1572 807 1065 NA NA
1533805200.0 135.11 211 0 99 NA NA 280 0 156 NA NA 1520 346 879 NA NA 2263 702 1533 NA NA
1533805200.0 135.12 202 0 106 NA NA 271 0 154 NA NA 1085 363 619 NA NA 1405 605 953 NA NA
1533805200.0 135.2 180 0 105 NA NA 249 0 153 NA NA 939 306 629 NA NA 1243 500 929 NA NA
1533805200.0 135.4 194 0 104 NA NA 270 0 154 NA NA 1087 364 624 NA NA 1475 580 993 NA NA
1533805200.0 135.5 191 0 105 NA NA 270 0 154 NA NA 1052 373 772 NA NA 1406 727 1206 NA NA
1533805200.0 135.6 205 0 97 NA NA 272 0 155 NA NA 1199 370 675 NA NA 1947 646 938 NA NA
1533805200.0 135.7 204 0 105 NA NA 269 0 154 NA NA 1113 362 746 NA NA 2018 713 1094 NA NA
1533805200.0 135.8 83 NA NA NA NA 143 NA NA NA NA 382 NA NA NA NA 669 NA NA NA NA
1533805200.0 136.733 NA 132 68 0 NA NA 213 107 0 NA NA 940 279 289 NA NA 1337 542 684 NA
1533805200.0 136.737 NA 75 277 0 NA NA 116 388 0 NA NA 761 14726 989 NA NA 1757 16000 1326 NA
1533805200.0 136.74 NA 77 296 0 NA NA 121 429 0 NA NA 780 14190 1066 NA NA 1816 14932 1324 NA
1533805200.0 136.741 NA 76 260 0 NA NA 119 342 0 NA NA 835 14587 959 NA NA 1816 15651 1258 NA
1533805200.0 136.742 NA 69 268 0 NA NA 115 339 0 NA NA 666 13149 994 NA NA 1276 13870 1401 NA
1533805200.0 136.746 NA 70 266 0 NA NA 121 339 0 NA NA 922 13215 936 NA NA 1573 13906 1124 NA
1533805200.0 136.749 NA 75 268 0 NA NA 120 344 0 NA NA 932 14435 914 NA NA 1926 15115 1157 NA
1533805200.0 136.751 NA 76 292 0 NA NA 119 427 0 NA NA 771 19355 939 NA NA 1816 21285 1247 NA
1533805200.0 136.752 NA 66 267 0 NA NA 119 342 0 NA NA 789 15365 989 NA NA 1441 16051 1131 NA
1533805200.0 136.753 NA 70 262 0 NA NA 117 343 0 NA NA 657 15250 1023 NA NA 1254 15969 1428 NA
1533805200.0 2.0 62 74 156 NA NA 117 136 236 NA NA 4956 577 1431 NA NA 5431 898 1971 NA NA
1533805200.0 20034.1 68 159 160 0 NA 112 214 212 0 NA 5589 2073 1029 275 NA 6568 2599 1302 717 NA
1533805200.0 250199.0 156 NA NA NA NA 225 NA NA NA NA 3362 NA NA NA NA 4031 NA NA NA NA
1533805200.0 250199.17 164 NA NA NA NA 229 NA NA NA NA 3476 NA NA NA NA 4721 NA NA NA NA
1533805200.0 250200.1 67 134 176 NA NA 109 214 263 NA NA 3064 1454 2173 NA NA 3475 2244 2807 NA NA
1533805200.0 250399.0 130 NA NA NA NA 192 NA NA NA NA 1323 NA NA NA NA 2557 NA NA NA NA
1533805200.0 250400.0 210 0 108 NA NA 289 0 156 NA NA 1370 353 653 NA NA 1785 865 1036 NA NA
1533805200.0 250406.0 210 0 99 NA NA 289 0 156 NA NA 1382 358 754 NA NA 2082 775 1168 NA NA
1533805200.0 250407.0 187 0 106 NA NA 267 0 158 NA NA 1510 308 826 NA NA 2112 673 1423 NA NA
1533805200.0 25400.0 252 0 101 NA NA 355 0 156 NA NA 4441 266 616 NA NA 4960 587 990 NA NA
1533805200.0 3.0 64 72 157 NA NA 119 136 240 NA NA 6436 429 1690 NA NA 7365 726 2056 NA NA
1533805200.0 4.65 NA 30 245 0 NA NA 75 316 0 NA NA 265 12124 803 NA NA 516 13567 1108 NA
1533805200.0 4.77 NA 60 240 0 NA NA 99 317 0 NA NA 384 10860 794 NA NA 711 11934 1088 NA
1533805200.0 4000.0 NA 98 230 NA NA NA 152 313 NA NA NA 2986 4762 NA NA NA 3646 5668 NA NA
1533805200.0 4007.0 54 84 228 NA NA 108 144 312 NA NA 610 346 1768 NA NA 949 737 2644 NA NA
1533805200.0 5.1 197 0 NA NA NA 268 0 NA NA NA 1393 369 NA NA NA 1805 899 NA NA NA
1533805200.0 5.2 172 0 NA NA NA 239 0 NA NA NA 1179 319 NA NA NA 1706 742 NA NA NA
1533805200.0 5.3 169 0 NA NA NA 239 0 NA NA NA 1256 355 NA NA NA 1808 760 NA NA NA
1533805200.0 5.4 190 0 NA NA NA 266 0 NA NA NA 1456 367 NA NA NA 2651 695 NA NA NA
1533805200.0 5.5 181 0 NA NA NA 266 0 NA NA NA 1320 359 NA NA NA 1893 643 NA NA NA
1533805200.0 5.6 195 0 NA NA NA 268 0 NA NA NA 1247 367 NA NA NA 1588 857 NA NA NA
1533805200.0 5.7 186 0 NA NA NA 267 0 NA NA NA 1374 347 NA NA NA 2058 592 NA NA NA
1533805200.0 500199.0 120 NA NA NA NA 175 NA NA NA NA 2054 NA NA NA NA 2513 NA NA NA NA
1533805200.0 500200.1 68 98 170 NA NA 109 161 255 NA NA 3213 1018 1916 NA NA 3622 1656 2647 NA NA
1533805200.0 541.0 48 0 NA NA NA 82 0 NA NA NA 248 158 NA NA NA 461 430 NA NA NA
1533805200.0 545.0 48 0 NA NA NA 82 0 NA NA NA 221 151 NA NA NA 408 405 NA NA NA
1533805200.0 551.0 16 39 0 NA NA 135 74 0 NA NA 1549 211 156 NA NA 2300 437 488 NA NA
1533805200.0 552.0 16 38 0 NA NA 135 74 0 NA NA 2930 224 161 NA NA 3640 472 439 NA NA
1533805200.0 554.0 16 38 0 NA NA 135 73 0 NA NA 4445 219 147 NA NA 5183 361 533 NA NA
1533805200.0 555.0 16 37 0 NA NA 135 74 0 NA NA 1518 276 138 NA NA 2565 618 534 NA NA
1533805200.0 556.0 19 35 0 NA NA 135 73 0 NA NA 642 223 152 NA NA 999 615 451 NA NA
1533805200.0 560.0 39 0 NA NA NA 71 0 NA NA NA 204 153 NA NA NA 404 470 NA NA NA
1533805200.0 561.0 39 0 NA NA NA 71 0 NA NA NA 251 153 NA NA NA 502 582 NA NA NA
1533805200.0 562.0 18 39 0 NA NA 135 74 0 NA NA 395 225 159 NA NA 779 382 431 NA NA
1533805200.0 8.0 NA 77 114 47 0 NA 142 196 80 0 NA 1581 588 137 230 NA 1970 839 264 554
