Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1533420000.0 1.0 93 83 168 NA NA NA NA 186 368 299 NA NA NA NA 4207 1303 1888 NA NA NA NA 3760 1394 2564 NA NA NA NA
1533420000.0 1000.0 NA 391 153 0 45 NA NA NA 494 259 0 90 NA NA NA 2651 1273 628 257 NA NA NA 2882 1583 988 373 NA NA
1533420000.0 1002.0 NA 393 67 NA NA NA NA NA 496 123 NA NA NA NA NA 2882 437 NA NA NA NA NA 2344 391 NA NA NA NA
1533420000.0 1004.0 NA 313 165 0 0 0 0 NA 405 213 0 0 0 0 NA 921 331 69 83 228 239 NA 1714 889 156 197 287 321
1533420000.0 1010.0 NA 23 74 0 NA NA NA NA 73 121 0 NA NA NA NA 109 189 90 NA NA NA NA 387 368 195 NA NA NA
1533420000.0 1020.0 NA 40 NA NA NA NA NA NA 110 NA NA NA NA NA NA 243 NA NA NA NA NA NA 694 NA NA NA NA NA
1533420000.0 103.0 43 0 0 NA NA NA NA 91 0 0 NA NA NA NA 617 227 1228 NA NA NA NA 530 761 2276 NA NA NA NA
1533420000.0 1030.0 NA 177 44 0 NA NA NA NA 331 85 0 NA NA NA NA 8495 230 60 NA NA NA NA 3160 359 225 NA NA NA
1533420000.0 110.0 67 88 403 NA NA NA NA 127 360 519 NA NA NA NA 1077 418 1369 NA NA NA NA 1483 1349 2204 NA NA NA NA
1533420000.0 116.0 98 93 409 NA NA NA NA 186 360 517 NA NA NA NA 3020 638 1503 NA NA NA NA 1847 894 2510 NA NA NA NA
1533420000.0 118.0 77 89 419 NA NA NA NA 181 360 511 NA NA NA NA 4437 559 1846 NA NA NA NA 2155 671 2468 NA NA NA NA
1533420000.0 129.0 64 76 398 NA NA NA NA 131 368 521 NA NA NA NA 880 521 1567 NA NA NA NA 935 711 1754 NA NA NA NA
1533420000.0 130.0 66 77 400 NA NA NA NA 127 368 523 NA NA NA NA 842 559 1656 NA NA NA NA 772 768 2426 NA NA NA NA
1533420000.0 1301.0 88 102 191 NA NA NA NA 152 377 298 NA NA NA NA 1256 649 1108 NA NA NA NA 1362 538 1881 NA NA NA NA
1533420000.0 1302.0 102 109 201 NA NA NA NA 167 377 320 NA NA NA NA 3858 695 1242 NA NA NA NA 1745 770 1699 NA NA NA NA
1533420000.0 1303.0 95 110 211 NA NA NA NA 160 378 320 NA NA NA NA 6769 578 1391 NA NA NA NA 3502 634 1968 NA NA NA NA
1533420000.0 1307.0 NA 100 183 43 0 NA NA NA 384 265 87 0 NA NA NA 471 618 135 232 NA NA NA 649 1019 261 661 NA NA
1533420000.0 1308.0 NA 96 180 47 0 NA NA NA 384 256 86 0 NA NA NA 476 543 137 216 NA NA NA 724 1037 232 352 NA NA
1533420000.0 1309.0 NA 114 541 0 NA NA NA NA 385 659 0 NA NA NA NA 595 1863 661 NA NA NA NA 1041 2219 792 NA NA NA
1533420000.0 1315.0 NA 98 507 0 NA NA NA NA 385 630 0 NA NA NA NA 494 1659 629 NA NA NA NA 538 2279 734 NA NA NA
1533420000.0 1319.0 NA 98 513 0 NA NA NA NA 386 634 0 NA NA NA NA 603 1681 625 NA NA NA NA 1019 2341 744 NA NA NA
1533420000.0 1320.0 NA 100 523 0 NA NA NA NA 385 635 0 NA NA NA NA 581 1670 615 NA NA NA NA 938 2187 733 NA NA NA
1533420000.0 1322.0 NA 99 453 0 NA NA NA NA 385 643 0 NA NA NA NA 579 1739 639 NA NA NA NA 1101 2251 764 NA NA NA
1533420000.0 1324.0 NA 114 537 0 NA NA NA NA 385 648 0 NA NA NA NA 561 1857 684 NA NA NA NA 620 3137 1375 NA NA NA
1533420000.0 1325.0 NA 122 543 0 69 NA NA NA 378 645 0 116 NA NA NA 561 1884 649 246 NA NA NA 793 2722 853 417 NA NA
1533420000.0 1325.1 NA 112 223 0 NA NA NA NA 386 305 0 NA NA NA NA 588 714 272 NA NA NA NA 1000 1143 349 NA NA NA
1533420000.0 1325.3 NA 107 211 0 NA NA NA NA 385 283 0 NA NA NA NA 648 703 262 NA NA NA NA 959 890 330 NA NA NA
1533420000.0 1325.5 NA 167 0 NA NA NA NA NA 262 0 NA NA NA NA NA 4476 132 NA NA NA NA NA 5093 265 NA NA NA NA
1533420000.0 1325.51 NA 149 0 NA NA NA NA NA 225 0 NA NA NA NA NA 1458 126 NA NA NA NA NA 2207 211 NA NA NA NA
1533420000.0 1325.6 NA 136 NA NA NA NA NA NA 217 NA NA NA NA NA NA 2036 NA NA NA NA NA NA 1861 NA NA NA NA NA
1533420000.0 1325.7 NA 139 0 NA NA NA NA NA 212 0 NA NA NA NA NA 2480 114 NA NA NA NA NA 5422 172 NA NA NA NA
1533420000.0 1325.8 NA 139 0 NA NA NA NA NA 211 0 NA NA NA NA NA 2070 117 NA NA NA NA NA 1887 188 NA NA NA NA
1533420000.0 1325.9 NA 132 0 NA NA NA NA NA 203 0 NA NA NA NA NA 1617 120 NA NA NA NA NA 1276 205 NA NA NA NA
1533420000.0 135.1 371 0 98 NA NA NA NA 518 0 175 NA NA NA NA 1346 257 620 NA NA NA NA 1656 578 964 NA NA NA NA
1533420000.0 135.12 376 0 111 NA NA NA NA 526 0 175 NA NA NA NA 1167 243 559 NA NA NA NA 1153 312 712 NA NA NA NA
1533420000.0 135.2 290 0 105 NA NA NA NA 525 0 172 NA NA NA NA 1020 230 566 NA NA NA NA 1403 327 788 NA NA NA NA
1533420000.0 135.3 288 0 107 NA NA NA NA 517 0 170 NA NA NA NA 1044 228 556 NA NA NA NA 2121 321 771 NA NA NA NA
1533420000.0 135.4 361 0 109 NA NA NA NA 518 0 175 NA NA NA NA 1241 244 571 NA NA NA NA 1730 347 759 NA NA NA NA
1533420000.0 135.5 337 0 108 NA NA NA NA 526 0 176 NA NA NA NA 1262 246 570 NA NA NA NA 2138 681 881 NA NA NA NA
1533420000.0 135.7 374 0 111 NA NA NA NA 518 0 176 NA NA NA NA 1169 241 576 NA NA NA NA 1595 363 822 NA NA NA NA
1533420000.0 135.8 146 NA NA NA NA NA NA 237 NA NA NA NA NA NA 396 NA NA NA NA NA NA 494 NA NA NA NA NA NA
1533420000.0 135.9 305 0 103 NA NA NA NA 526 0 167 NA NA NA NA 1116 239 552 NA NA NA NA 1951 571 751 NA NA NA NA
1533420000.0 136.733 NA 197 69 0 NA NA NA NA 284 119 0 NA NA NA NA 950 324 233 NA NA NA NA 1165 448 374 NA NA NA
1533420000.0 136.735 NA 77 417 0 NA NA NA NA 138 519 0 NA NA NA NA 689 2212 684 NA NA NA NA 685 1977 1118 NA NA NA
1533420000.0 136.749 NA 75 507 0 NA NA NA NA 138 642 0 NA NA NA NA 1405 12868 786 NA NA NA NA 1543 5777 949 NA NA NA
1533420000.0 136.752 NA 74 518 0 NA NA NA NA 139 639 0 NA NA NA NA 1354 12536 811 NA NA NA NA 1499 6404 1187 NA NA NA
1533420000.0 139901.0 NA 106 531 0 NA NA NA NA 386 640 0 NA NA NA NA 1413 3700 1330 NA NA NA NA 1831 5873 1837 NA NA NA
1533420000.0 2.0 100 90 185 NA NA NA NA 190 367 285 NA NA NA NA 9701 1143 2125 NA NA NA NA 6065 982 2662 NA NA NA NA
1533420000.0 250200.1 93 255 226 NA NA NA NA 156 427 345 NA NA NA NA 7968 2745 3635 NA NA NA NA 5399 2058 3181 NA NA NA NA
1533420000.0 250406.0 342 0 108 NA NA NA NA 538 0 178 NA NA NA NA 2805 494 1132 NA NA NA NA 2926 746 1233 NA NA NA NA
1533420000.0 250407.0 328 0 111 NA NA NA NA 537 0 182 NA NA NA NA 2765 446 1249 NA NA NA NA 4395 604 1688 NA NA NA NA
1533420000.0 3.0 97 94 193 NA NA NA NA 183 360 273 NA NA NA NA 17384 1157 2322 NA NA NA NA 11108 1430 2610 NA NA NA NA
1533420000.0 4.22 NA 196 69 65 0 NA NA NA 295 116 128 0 NA NA NA 2226 591 619 461 NA NA NA 3738 1135 941 627 NA NA
1533420000.0 4.24 NA 57 387 0 NA NA NA NA 107 479 0 NA NA NA NA 700 5927 1269 NA NA NA NA 1357 5218 1402 NA NA NA
1533420000.0 4.28 NA 60 378 0 NA NA NA NA 118 466 0 NA NA NA NA 559 6073 3607 NA NA NA NA 1067 10641 4910 NA NA NA
1533420000.0 4.29 NA 30 390 0 163 NA NA NA 83 479 0 267 NA NA NA 438 7048 1201 2466 NA NA NA 554 9670 1693 2943 NA NA
1533420000.0 4007.0 58 89 352 NA NA NA NA 114 384 545 NA NA NA NA 1195 448 1720 NA NA NA NA 1318 1115 2476 NA NA NA NA
1533420000.0 5.1 333 0 NA NA NA NA NA 510 0 NA NA NA NA NA 3106 510 NA NA NA NA NA 2968 763 NA NA NA NA NA
1533420000.0 5.2 276 0 NA NA NA NA NA 501 0 NA NA NA NA NA 2523 545 NA NA NA NA NA 2645 922 NA NA NA NA NA
1533420000.0 5.3 281 0 NA NA NA NA NA 508 0 NA NA NA NA NA 2191 460 NA NA NA NA NA 2407 664 NA NA NA NA NA
1533420000.0 5.7 370 0 NA NA NA NA NA 517 0 NA NA NA NA NA 2600 477 NA NA NA NA NA 2591 681 NA NA NA NA NA
1533420000.0 500200.1 95 165 229 NA NA NA NA 161 390 316 NA NA NA NA 6950 2203 3393 NA NA NA NA 3982 1627 2847 NA NA NA NA
1533420000.0 541.0 44 0 NA NA NA NA NA 89 0 NA NA NA NA NA 161 111 NA NA NA NA NA 283 176 NA NA NA NA NA
1533420000.0 545.0 52 0 NA NA NA NA NA 90 0 NA NA NA NA NA 205 116 NA NA NA NA NA 315 246 NA NA NA NA NA
1533420000.0 551.0 16 43 0 NA NA NA NA 138 82 0 NA NA NA NA 951 192 110 NA NA NA NA 1455 311 189 NA NA NA NA
1533420000.0 552.0 15 37 0 NA NA NA NA 138 82 0 NA NA NA NA 1696 188 114 NA NA NA NA 2239 262 223 NA NA NA NA
