Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1533805200.0 1000.0 NA 393 159 0 47 NA NA NA NA 510 262 0 90 NA NA NA NA 3180 1450 761 307 NA NA NA NA 3479 1973 1929 461 NA NA NA
1533805200.0 1001.0 NA 367 179 0 0 0 0 0 NA 459 231 0 0 0 0 0 NA 2647 600 76 96 298 136 270 NA 2555 869 119 162 379 241 357
1533805200.0 1004.0 NA 312 165 0 0 0 0 NA NA 404 213 0 0 0 0 NA NA 1155 371 88 104 270 273 NA NA 2619 529 289 156 354 357 NA
1533805200.0 1010.0 NA 23 69 0 NA NA NA NA NA 73 121 0 NA NA NA NA NA 117 229 154 NA NA NA NA NA 712 672 462 NA NA NA NA
1533805200.0 1020.0 NA 37 NA NA NA NA NA NA NA 114 NA NA NA NA NA NA NA 246 NA NA NA NA NA NA NA 447 NA NA NA NA NA NA
1533805200.0 1030.0 NA 180 48 0 NA NA NA NA NA 315 84 0 NA NA NA NA NA 9553 268 71 NA NA NA NA NA 3898 349 154 NA NA NA NA
1533805200.0 1102.0 NA 118 442 129 73 NA NA NA NA 368 535 213 163 NA NA NA NA 2935 4610 1818 444 NA NA NA NA 2099 3492 1354 397 NA NA NA
1533805200.0 1301.0 91 100 193 NA NA NA NA NA 157 377 318 NA NA NA NA NA 1587 585 1265 NA NA NA NA NA 1078 527 1545 NA NA NA NA NA
1533805200.0 1302.0 103 104 176 NA NA NA NA NA 168 378 314 NA NA NA NA NA 4513 930 1604 NA NA NA NA NA 2175 1156 3515 NA NA NA NA NA
1533805200.0 1303.0 94 107 207 NA NA NA NA NA 161 378 307 NA NA NA NA NA 7803 669 1653 NA NA NA NA NA 3934 1084 1857 NA NA NA NA NA
1533805200.0 1307.0 NA 99 185 48 0 NA NA NA NA 383 266 87 0 NA NA NA NA 527 703 160 260 NA NA NA NA 567 1927 654 899 NA NA NA
1533805200.0 1308.0 NA 98 128 50 0 NA NA NA NA 384 259 86 0 NA NA NA NA 519 789 163 258 NA NA NA NA 497 2442 255 411 NA NA NA
1533805200.0 1309.0 NA 111 543 0 NA NA NA NA NA 385 644 0 NA NA NA NA NA 678 2221 711 NA NA NA NA NA 1188 3337 821 NA NA NA NA
1533805200.0 1310.0 NA 113 534 0 NA NA NA NA NA 386 642 0 NA NA NA NA NA 610 2023 722 NA NA NA NA NA 659 2299 871 NA NA NA NA
1533805200.0 1312.0 NA 106 274 0 NA NA NA NA NA 386 651 0 NA NA NA NA NA 757 2566 716 NA NA NA NA NA 1045 4709 829 NA NA NA NA
1533805200.0 1313.0 NA 116 547 0 NA NA NA NA NA 386 642 0 NA NA NA NA NA 575 2442 723 NA NA NA NA NA 1369 2382 918 NA NA NA NA
1533805200.0 1314.0 NA 108 529 0 NA NA NA NA NA 386 654 0 NA NA NA NA NA 613 2049 716 NA NA NA NA NA 577 2267 983 NA NA NA NA
1533805200.0 1315.0 NA 99 400 0 NA NA NA NA NA 385 638 0 NA NA NA NA NA 656 2142 713 NA NA NA NA NA 928 4237 904 NA NA NA NA
1533805200.0 1317.0 NA 100 530 0 NA NA NA NA NA 385 632 0 NA NA NA NA NA 603 1914 705 NA NA NA NA NA 1229 2194 846 NA NA NA NA
1533805200.0 1318.0 NA 99 471 0 NA NA NA NA NA 385 644 0 NA NA NA NA NA 531 2159 690 NA NA NA NA NA 661 4374 1007 NA NA NA NA
1533805200.0 1319.0 NA 100 335 0 NA NA NA NA NA 385 653 0 NA NA NA NA NA 581 2124 696 NA NA NA NA NA 829 3837 892 NA NA NA NA
