Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1532815200.0 1.0 54 78 132 NA NA NA NA NA 98 146 183 NA NA NA NA NA 1516 300 540 NA NA NA NA NA 1636 357 582 NA NA NA NA NA
1532815200.0 10.0 NA 83 208 0 NA NA NA NA NA 151 256 0 NA NA NA NA NA 1750 1648 452 NA NA NA NA NA 1816 1738 572 NA NA NA NA
1532815200.0 1000.0 NA 223 128 0 47 NA NA NA NA 289 186 0 79 NA NA NA NA 2074 464 392 131 NA NA NA NA 2245 596 408 170 NA NA NA
1532815200.0 1001.0 NA 196 169 0 0 0 0 0 NA 253 218 0 0 0 0 0 NA 1472 375 6 44 396 27 355 NA 1576 407 38 49 416 40 364
1532815200.0 1002.0 NA 211 60 NA NA NA NA NA NA 275 100 NA NA NA NA NA NA 1806 139 NA NA NA NA NA NA 2018 234 NA NA NA NA NA
1532815200.0 10021.0 NA 88 132 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 828 751 276 NA NA NA NA NA 1271 1426 382 NA NA NA NA
1532815200.0 10023.0 NA 87 132 0 NA NA NA NA NA 181 181 0 NA NA NA NA NA 674 613 302 NA NA NA NA NA 1568 815 395 NA NA NA NA
1532815200.0 10024.0 NA 94 136 0 NA NA NA NA NA 181 185 0 NA NA NA NA NA 570 517 208 NA NA NA NA NA 1358 819 217 NA NA NA NA
1532815200.0 10025.0 NA 88 134 0 NA NA NA NA NA 181 180 0 NA NA NA NA NA 524 409 197 NA NA NA NA NA 1366 710 210 NA NA NA NA
1532815200.0 10026.0 NA 93 137 0 NA NA NA NA NA 181 186 0 NA NA NA NA NA 891 810 333 NA NA NA NA NA 1430 1497 441 NA NA NA NA
1532815200.0 1003.0 NA 178 0 NA NA NA NA NA NA 251 0 NA NA NA NA NA NA 2294 259 NA NA NA NA NA NA 2480 289 NA NA NA NA NA
1532815200.0 1004.0 NA 180 136 0 0 0 0 NA NA 241 179 0 0 0 0 NA NA 618 244 7 61 607 592 NA NA 706 332 21 78 629 607 NA
1532815200.0 101.0 82 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 769 NA NA NA NA NA NA NA 803 NA NA NA NA NA NA NA
1532815200.0 102.0 88 NA NA NA NA NA NA NA 141 NA NA NA NA NA NA NA 562 NA NA NA NA NA NA NA 581 NA NA NA NA NA NA NA
1532815200.0 10224.0 NA 126 194 0 NA NA NA NA NA 197 277 0 NA NA NA NA NA 2173 1951 217 NA NA NA NA NA 5985 5894 353 NA NA NA NA
1532815200.0 10225.0 NA 133 195 0 NA NA NA NA NA 197 279 0 NA NA NA NA NA 2210 1930 208 NA NA NA NA NA 5450 7834 297 NA NA NA NA
1532815200.0 103.0 48 78 192 NA NA NA NA NA 91 148 253 NA NA NA NA NA 704 257 495 NA NA NA NA NA 730 393 616 NA NA NA NA NA
1532815200.0 105.0 53 78 24 NA NA NA NA NA 98 148 54 NA NA NA NA NA 2176 403 4 NA NA NA NA NA 2528 438 15 NA NA NA NA NA
1532815200.0 106.0 46 0 0 NA NA NA NA NA 76 0 0 NA NA NA NA NA 274 59 115 NA NA NA NA NA 285 73 193 NA NA NA NA NA
1532815200.0 107.0 52 77 199 NA NA NA NA NA 98 148 254 NA NA NA NA NA 2735 298 380 NA NA NA NA NA 2784 324 464 NA NA NA NA NA
1532815200.0 108.0 56 83 196 NA NA NA NA NA 101 148 254 NA NA NA NA NA 5697 492 650 NA NA NA NA NA 5797 534 713 NA NA NA NA NA
1532815200.0 109.0 58 84 190 NA NA NA NA NA 101 148 254 NA NA NA NA NA 6560 500 794 NA NA NA NA NA 6750 530 1310 NA NA NA NA NA
1532815200.0 11.0 NA 79 209 0 58 NA NA NA NA 150 265 0 90 NA NA NA NA 1399 689 435 38 NA NA NA NA 1428 790 454 53 NA NA NA
1532815200.0 110.0 46 77 190 NA NA NA NA NA 89 148 253 NA NA NA NA NA 625 402 488 NA NA NA NA NA 702 438 708 NA NA NA NA NA
1532815200.0 1102.0 NA 91 198 118 70 NA NA NA NA 150 262 175 112 NA NA NA NA 2778 3400 2393 185 NA NA NA NA 2837 3970 2499 197 NA NA NA
1532815200.0 111.0 53 88 202 NA NA NA NA NA 98 148 254 NA NA NA NA NA 1691 225 330 NA NA NA NA NA 1752 256 352 NA NA NA NA NA
1532815200.0 112.0 54 87 194 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2803 309 395 NA NA NA NA NA 2885 331 439 NA NA NA NA NA
1532815200.0 113.0 55 81 194 NA NA NA NA NA 100 149 254 NA NA NA NA NA 2757 313 391 NA NA NA NA NA 2793 337 467 NA NA NA NA NA
1532815200.0 114.0 54 79 196 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2548 306 422 NA NA NA NA NA 2584 343 643 NA NA NA NA NA
1532815200.0 115.0 56 79 192 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3370 317 407 NA NA NA NA NA 3430 348 489 NA NA NA NA NA
1532815200.0 116.0 57 87 193 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3083 321 436 NA NA NA NA NA 3127 345 529 NA NA NA NA NA
1532815200.0 117.0 57 78 193 NA NA NA NA NA 100 148 254 NA NA NA NA NA 4096 362 472 NA NA NA NA NA 4201 413 584 NA NA NA NA NA
1532815200.0 118.0 54 80 193 NA NA NA NA NA 100 148 254 NA NA NA NA NA 3158 317 454 NA NA NA NA NA 3207 349 492 NA NA NA NA NA
1532815200.0 119.0 56 80 194 NA NA NA NA NA 99 148 254 NA NA NA NA NA 2710 328 388 NA NA NA NA NA 2750 364 420 NA NA NA NA NA
1532815200.0 12.0 NA 80 194 0 NA NA NA NA NA 150 256 0 NA NA NA NA NA 1554 1712 430 NA NA NA NA NA 1595 1905 450 NA NA NA NA
1532815200.0 120.0 46 74 187 NA NA NA NA NA 88 148 253 NA NA NA NA NA 532 408 498 NA NA NA NA NA 586 438 643 NA NA NA NA NA
1532815200.0 121.0 56 83 195 NA NA NA NA NA 101 148 254 NA NA NA NA NA 4157 362 485 NA NA NA NA NA 4242 420 569 NA NA NA NA NA
