Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1533420000.0 1.0 62 78 152 NA NA NA NA NA 114 136 233 NA NA NA NA NA 1454 388 947 NA NA NA NA NA 1690 725 1384 NA NA NA NA NA
1533420000.0 10.0 NA 105 229 0 NA NA NA NA NA 155 315 0 NA NA NA NA NA 3598 5772 1006 NA NA NA NA NA 4651 6410 1092 NA NA NA NA
1533420000.0 1001.0 NA 207 118 0 0 0 0 0 NA 268 152 0 0 0 0 0 NA 2099 422 72 107 241 119 268 NA 2452 649 242 265 393 222 369
1533420000.0 10023.0 NA 174 304 74 0 NA NA NA NA 239 408 114 0 NA NA NA NA 2256 3434 801 3396 NA NA NA NA 3021 4056 914 3958 NA NA NA
1533420000.0 10024.0 NA 183 316 93 0 NA NA NA NA 255 411 130 0 NA NA NA NA 2549 3956 822 3405 NA NA NA NA 3313 4772 956 3518 NA NA NA
1533420000.0 10024.1 NA 187 162 0 NA NA NA NA NA 255 212 0 NA NA NA NA NA 2446 1505 648 NA NA NA NA NA 2770 1654 717 NA NA NA NA
1533420000.0 10024.2 NA 185 310 0 NA NA NA NA NA 255 409 0 NA NA NA NA NA 2562 3988 3423 NA NA NA NA NA 3300 4450 3996 NA NA NA NA
1533420000.0 10024.3 NA 187 154 0 NA NA NA NA NA 255 205 0 NA NA NA NA NA 2507 1469 592 NA NA NA NA NA 2856 1673 715 NA NA NA NA
1533420000.0 10024.4 NA 176 318 0 NA NA NA NA NA 255 411 0 NA NA NA NA NA 2584 3804 3164 NA NA NA NA NA 3378 4145 3499 NA NA NA NA
1533420000.0 10024.5 NA 183 158 0 NA NA NA NA NA 255 212 0 NA NA NA NA NA 2481 1489 656 NA NA NA NA NA 3019 1649 790 NA NA NA NA
