Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1533420000.0 1312.0 NA 165 184 0 NA NA 215 230 0 NA NA 690 680 764 NA NA 2106 776 1159 NA
1533420000.0 1314.0 NA 164 185 0 NA NA 215 228 0 NA NA 482 507 725 NA NA 1793 1640 859 NA
1533420000.0 1343.0 64 162 182 0 NA 98 208 230 0 NA 2771 493 632 725 NA 2908 658 1625 1059 NA
1533420000.0 2.0 58 146 124 NA NA 91 185 169 NA NA 3219 451 459 NA NA 3311 567 1425 NA NA
1533420000.0 200.0 NA 175 192 0 NA NA 230 252 0 NA NA 845 1260 727 NA NA 2554 1933 1181 NA
1533420000.0 202.0 NA 173 197 0 NA NA 231 252 0 NA NA 910 1320 739 NA NA 2532 1441 1178 NA
1533420000.0 203.0 NA 170 192 0 NA NA 229 247 0 NA NA 809 1104 743 NA NA 2481 1688 1187 NA
1533420000.0 21.0 NA 159 172 0 NA NA 212 218 0 NA NA 1608 1822 738 NA NA 2613 1928 1021 NA
1533420000.0 30.0 NA 160 175 0 NA NA 214 222 0 NA NA 1761 2171 759 NA NA 2868 2291 1211 NA
1533420000.0 31.0 NA 160 174 0 NA NA 214 222 0 NA NA 1757 1896 750 NA NA 2777 2031 1035 NA
1533420000.0 33.0 NA 160 172 0 NA NA 214 221 0 NA NA 1695 1918 753 NA NA 2701 2026 1040 NA
1533420000.0 35.0 NA 162 175 0 NA NA 213 223 0 NA NA 2069 2392 734 NA NA 3098 2535 911 NA
1533420000.0 4.29 NA 109 181 0 92 NA 149 222 0 137 NA 517 2499 486 791 NA 1836 3415 894 1351
1533420000.0 4000.0 NA 162 179 NA NA NA 215 226 NA NA NA 2310 3211 NA NA NA 3428 3308 NA NA
